alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Top_Itr,Bot_Itr
31.600,0.6859,0.34519,0.42525,-0.0871,0.0524,1.0000,61.9773,160.0000
31.900,0.6872,0.34826,0.43155,-0.0888,0.0519,1.0000,62.0327,160.0000
32.000,0.6872,0.34890,0.43381,-0.0895,0.0518,1.0000,62.0548,160.0000
32.100,0.6875,0.34967,0.43606,-0.0902,0.0516,1.0000,62.0840,160.0000
32.200,0.6879,0.35055,0.43829,-0.0909,0.0513,1.0000,62.1214,160.0000
32.300,0.6884,0.35153,0.44048,-0.0915,0.0509,1.0000,62.1669,160.0000
32.400,0.6890,0.35257,0.44262,-0.0921,0.0505,1.0000,62.2185,160.0000
32.500,0.6896,0.35365,0.44473,-0.0926,0.0501,1.0000,62.2733,160.0000
32.600,0.6903,0.35474,0.44681,-0.0932,0.0497,1.0000,62.3287,160.0000
32.700,0.6910,0.35586,0.44887,-0.0937,0.0493,1.0000,62.3833,160.0000
32.800,0.6917,0.35697,0.45091,-0.0943,0.0489,1.0000,62.4379,160.0000
32.900,0.6924,0.35810,0.45293,-0.0948,0.0485,1.0000,62.4922,160.0000
33.000,0.6931,0.35922,0.45494,-0.0953,0.0481,1.0000,62.5457,160.0000
33.100,0.6938,0.36035,0.45693,-0.0958,0.0477,1.0000,62.5984,160.0000
33.200,0.6946,0.36148,0.45891,-0.0964,0.0473,1.0000,62.6500,160.0000
33.300,0.6953,0.36262,0.46086,-0.0969,0.0469,1.0000,62.7004,160.0000
33.400,0.6960,0.36376,0.46279,-0.0974,0.0466,1.0000,62.7494,160.0000
33.500,0.6968,0.36493,0.46469,-0.0979,0.0462,1.0000,62.7968,160.0000
33.600,0.6976,0.36612,0.46656,-0.0983,0.0459,1.0000,62.8422,160.0000
33.700,0.6984,0.36739,0.46838,-0.0988,0.0456,1.0000,62.8854,160.0000
33.800,0.6994,0.36877,0.47015,-0.0992,0.0453,1.0000,62.9257,160.0000
33.900,0.7005,0.37040,0.47185,-0.0996,0.0450,1.0000,62.9621,160.0000
34.000,0.7020,0.37251,0.47351,-0.0999,0.0448,1.0000,62.9923,160.0000
34.300,0.7023,0.37497,0.48012,-0.1018,0.0445,1.0000,63.0369,160.0000
34.400,0.7025,0.37579,0.48239,-0.1024,0.0443,1.0000,63.0582,160.0000
34.500,0.7027,0.37669,0.48464,-0.1031,0.0442,1.0000,63.0856,160.0000
34.600,0.7031,0.37765,0.48687,-0.1037,0.0439,1.0000,63.1205,160.0000
34.700,0.7035,0.37866,0.48905,-0.1043,0.0437,1.0000,63.1630,160.0000
34.800,0.7039,0.37971,0.49120,-0.1049,0.0433,1.0000,63.2119,160.0000
34.900,0.7044,0.38079,0.49331,-0.1054,0.0430,1.0000,63.2653,160.0000
35.000,0.7048,0.38187,0.49539,-0.1060,0.0426,1.0000,63.3208,160.0000
35.100,0.7053,0.38297,0.49745,-0.1065,0.0423,1.0000,63.3766,160.0000
35.200,0.7058,0.38406,0.49948,-0.1071,0.0419,1.0000,63.4316,160.0000
35.300,0.7063,0.38516,0.50150,-0.1076,0.0416,1.0000,63.4850,160.0000
35.400,0.7067,0.38626,0.50350,-0.1081,0.0412,1.0000,63.5363,160.0000
35.500,0.7072,0.38736,0.50549,-0.1086,0.0409,1.0000,63.5860,160.0000
35.600,0.7077,0.38845,0.50746,-0.1092,0.0406,1.0000,63.6350,160.0000
35.700,0.7082,0.38955,0.50941,-0.1097,0.0403,1.0000,63.6829,160.0000
35.800,0.7086,0.39065,0.51135,-0.1102,0.0400,1.0000,63.7298,160.0000
35.900,0.7091,0.39176,0.51325,-0.1107,0.0397,1.0000,63.7754,160.0000
36.000,0.7096,0.39288,0.51513,-0.1112,0.0394,1.0000,63.8195,160.0000
36.100,0.7101,0.39402,0.51697,-0.1117,0.0391,1.0000,63.8618,160.0000
36.200,0.7106,0.39523,0.51877,-0.1122,0.0389,1.0000,63.9018,160.0000
36.300,0.7112,0.39653,0.52050,-0.1126,0.0386,1.0000,63.9385,160.0000
36.400,0.7119,0.39801,0.52217,-0.1130,0.0384,1.0000,63.9709,160.0000
36.500,0.7128,0.39983,0.52378,-0.1134,0.0382,1.0000,63.9973,160.0000
36.900,0.7129,0.40321,0.53269,-0.1158,0.0379,1.0000,64.0534,160.0000
37.000,0.7131,0.40415,0.53491,-0.1164,0.0378,1.0000,64.0764,160.0000
37.100,0.7132,0.40513,0.53709,-0.1170,0.0376,1.0000,64.1051,160.0000
37.200,0.7135,0.40613,0.53925,-0.1176,0.0374,1.0000,64.1403,160.0000
37.300,0.7137,0.40715,0.54138,-0.1182,0.0372,1.0000,64.1817,160.0000
37.400,0.7139,0.40819,0.54347,-0.1187,0.0369,1.0000,64.2285,160.0000
37.500,0.7142,0.40923,0.54553,-0.1193,0.0367,1.0000,64.2790,160.0000
37.600,0.7144,0.41028,0.54757,-0.1198,0.0364,1.0000,64.3317,160.0000
37.700,0.7146,0.41133,0.54958,-0.1204,0.0361,1.0000,64.3851,160.0000
37.800,0.7149,0.41237,0.55157,-0.1209,0.0358,1.0000,64.4384,160.0000
37.900,0.7151,0.41342,0.55355,-0.1214,0.0355,1.0000,64.4907,160.0000
38.000,0.7153,0.41446,0.55551,-0.1220,0.0352,1.0000,64.5416,160.0000
38.100,0.7155,0.41550,0.55746,-0.1225,0.0349,1.0000,64.5906,160.0000
38.200,0.7157,0.41653,0.55940,-0.1230,0.0346,1.0000,64.6375,160.0000
38.300,0.7160,0.41757,0.56131,-0.1235,0.0344,1.0000,64.6826,160.0000
38.400,0.7162,0.41860,0.56321,-0.1240,0.0341,1.0000,64.7269,160.0000
38.500,0.7164,0.41963,0.56509,-0.1246,0.0339,1.0000,64.7701,160.0000
38.600,0.7165,0.42067,0.56693,-0.1251,0.0337,1.0000,64.8120,160.0000
38.700,0.7167,0.42172,0.56875,-0.1256,0.0334,1.0000,64.8524,160.0000
38.800,0.7169,0.42280,0.57053,-0.1260,0.0332,1.0000,64.8910,160.0000
38.900,0.7171,0.42393,0.57225,-0.1265,0.0330,1.0000,64.9270,160.0000
39.000,0.7174,0.42515,0.57391,-0.1270,0.0328,1.0000,64.9596,160.0000
39.100,0.7177,0.42654,0.57549,-0.1274,0.0327,1.0000,64.9874,160.0000
39.600,0.7175,0.43123,0.58603,-0.1302,0.0323,1.0000,65.0563,160.0000
39.700,0.7175,0.43217,0.58816,-0.1308,0.0322,1.0000,65.0768,160.0000
39.800,0.7175,0.43311,0.59026,-0.1314,0.0321,1.0000,65.1017,160.0000
39.900,0.7175,0.43407,0.59234,-0.1319,0.0319,1.0000,65.1317,160.0000
40.000,0.7175,0.43503,0.59439,-0.1325,0.0318,1.0000,65.1670,160.0000
40.100,0.7175,0.43600,0.59642,-0.1330,0.0316,1.0000,65.2071,160.0000
40.200,0.7175,0.43698,0.59841,-0.1335,0.0314,1.0000,65.2514,160.0000
40.300,0.7174,0.43795,0.60039,-0.1341,0.0311,1.0000,65.2987,160.0000
40.400,0.7174,0.43892,0.60234,-0.1346,0.0309,1.0000,65.3479,160.0000
40.500,0.7174,0.43988,0.60428,-0.1351,0.0306,1.0000,65.3981,160.0000
40.600,0.7174,0.44084,0.60620,-0.1356,0.0304,1.0000,65.4485,160.0000
40.700,0.7173,0.44179,0.60810,-0.1362,0.0301,1.0000,65.4984,160.0000
40.800,0.7173,0.44274,0.60999,-0.1367,0.0299,1.0000,65.5473,160.0000
40.900,0.7172,0.44369,0.61186,-0.1372,0.0297,1.0000,65.5950,160.0000
41.000,0.7171,0.44462,0.61372,-0.1377,0.0294,1.0000,65.6410,160.0000
41.100,0.7171,0.44556,0.61556,-0.1382,0.0292,1.0000,65.6852,160.0000
41.200,0.7170,0.44649,0.61739,-0.1388,0.0290,1.0000,65.7273,160.0000
41.300,0.7169,0.44742,0.61920,-0.1393,0.0288,1.0000,65.7679,160.0000
41.400,0.7168,0.44835,0.62098,-0.1398,0.0286,1.0000,65.8074,160.0000
41.500,0.7167,0.44928,0.62273,-0.1403,0.0285,1.0000,65.8457,160.0000
41.600,0.7166,0.45022,0.62445,-0.1408,0.0283,1.0000,65.8825,160.0000
41.700,0.7164,0.45119,0.62613,-0.1413,0.0281,1.0000,65.9173,160.0000
41.800,0.7163,0.45221,0.62775,-0.1417,0.0279,1.0000,65.9494,160.0000
41.900,0.7162,0.45331,0.62930,-0.1422,0.0278,1.0000,65.9778,160.0000
42.500,0.7148,0.45862,0.64114,-0.1454,0.0274,1.0000,66.0601,160.0000
42.600,0.7145,0.45948,0.64314,-0.1459,0.0274,1.0000,66.0784,160.0000
42.700,0.7143,0.46034,0.64512,-0.1465,0.0273,1.0000,66.1002,160.0000
42.800,0.7140,0.46120,0.64708,-0.1470,0.0272,1.0000,66.1259,160.0000
42.900,0.7138,0.46206,0.64902,-0.1475,0.0270,1.0000,66.1559,160.0000
43.000,0.7135,0.46292,0.65093,-0.1480,0.0269,1.0000,66.1899,160.0000
43.100,0.7132,0.46378,0.65282,-0.1486,0.0267,1.0000,66.2278,160.0000
43.200,0.7129,0.46464,0.65470,-0.1491,0.0265,1.0000,66.2689,160.0000
43.300,0.7126,0.46548,0.65655,-0.1496,0.0264,1.0000,66.3124,160.0000
43.400,0.7123,0.46633,0.65839,-0.1501,0.0262,1.0000,66.3576,160.0000
43.500,0.7120,0.46716,0.66021,-0.1506,0.0260,1.0000,66.4039,160.0000
43.600,0.7117,0.46799,0.66202,-0.1511,0.0258,1.0000,66.4506,160.0000
43.700,0.7114,0.46881,0.66381,-0.1516,0.0256,1.0000,66.4971,160.0000
43.800,0.7111,0.46963,0.66558,-0.1521,0.0254,1.0000,66.5432,160.0000
43.900,0.7107,0.47044,0.66735,-0.1526,0.0252,1.0000,66.5883,160.0000
44.000,0.7104,0.47124,0.66909,-0.1531,0.0250,1.0000,66.6322,160.0000
44.100,0.7100,0.47203,0.67083,-0.1536,0.0248,1.0000,66.6747,160.0000
44.200,0.7096,0.47282,0.67254,-0.1542,0.0246,1.0000,66.7154,160.0000
44.300,0.7092,0.47360,0.67425,-0.1546,0.0245,1.0000,66.7543,160.0000
44.400,0.7088,0.47438,0.67593,-0.1551,0.0243,1.0000,66.7916,160.0000
44.500,0.7084,0.47516,0.67759,-0.1556,0.0241,1.0000,66.8279,160.0000
44.600,0.7080,0.47594,0.67922,-0.1561,0.0240,1.0000,66.8631,160.0000
44.700,0.7076,0.47672,0.68082,-0.1566,0.0239,1.0000,66.8968,160.0000
44.800,0.7072,0.47753,0.68238,-0.1571,0.0237,1.0000,66.9288,160.0000
44.900,0.7067,0.47836,0.68388,-0.1576,0.0236,1.0000,66.9581,160.0000
45.000,0.7063,0.47925,0.68532,-0.1580,0.0235,1.0000,66.9841,160.0000
45.700,0.7028,0.48440,0.69827,-0.1616,0.0231,1.0000,67.0728,160.0000
45.800,0.7022,0.48512,0.70009,-0.1621,0.0231,1.0000,67.0913,160.0000
45.900,0.7017,0.48583,0.70189,-0.1626,0.0230,1.0000,67.1128,160.0000
46.000,0.7012,0.48654,0.70368,-0.1631,0.0229,1.0000,67.1376,160.0000
46.100,0.7006,0.48724,0.70545,-0.1636,0.0228,1.0000,67.1660,160.0000
46.200,0.7001,0.48794,0.70720,-0.1641,0.0227,1.0000,67.1977,160.0000
46.300,0.6995,0.48863,0.70893,-0.1646,0.0225,1.0000,67.2326,160.0000
46.400,0.6990,0.48931,0.71064,-0.1651,0.0224,1.0000,67.2702,160.0000
46.500,0.6984,0.48999,0.71234,-0.1656,0.0222,1.0000,67.3098,160.0000
46.600,0.6978,0.49066,0.71402,-0.1661,0.0221,1.0000,67.3511,160.0000
46.700,0.6972,0.49132,0.71569,-0.1666,0.0219,1.0000,67.3934,160.0000
46.800,0.6966,0.49197,0.71734,-0.1671,0.0218,1.0000,67.4361,160.0000
46.900,0.6960,0.49262,0.71898,-0.1676,0.0216,1.0000,67.4789,160.0000
47.000,0.6954,0.49325,0.72061,-0.1681,0.0215,1.0000,67.5213,160.0000
47.100,0.6947,0.49388,0.72222,-0.1685,0.0213,1.0000,67.5629,160.0000
47.200,0.6941,0.49450,0.72382,-0.1690,0.0211,1.0000,67.6036,160.0000
47.300,0.6934,0.49512,0.72541,-0.1695,0.0210,1.0000,67.6430,160.0000
47.400,0.6928,0.49572,0.72698,-0.1700,0.0209,1.0000,67.6809,160.0000
47.500,0.6921,0.49632,0.72855,-0.1705,0.0207,1.0000,67.7172,160.0000
47.600,0.6914,0.49691,0.73009,-0.1710,0.0206,1.0000,67.7524,160.0000
47.700,0.6908,0.49749,0.73162,-0.1714,0.0205,1.0000,67.7869,160.0000
47.800,0.6901,0.49807,0.73313,-0.1719,0.0203,1.0000,67.8207,160.0000
47.900,0.6894,0.49865,0.73462,-0.1724,0.0202,1.0000,67.8537,160.0000
48.000,0.6886,0.49922,0.73607,-0.1729,0.0201,1.0000,67.8855,160.0000
48.100,0.6879,0.49980,0.73750,-0.1733,0.0200,1.0000,67.9160,160.0000
48.200,0.6871,0.50039,0.73889,-0.1738,0.0199,1.0000,67.9447,160.0000
48.300,0.6864,0.50101,0.74022,-0.1743,0.0198,1.0000,67.9709,160.0000
48.400,0.6856,0.50167,0.74150,-0.1747,0.0197,1.0000,67.9939,160.0000
49.200,0.6794,0.50591,0.75489,-0.1786,0.0194,1.0000,68.0877,160.0000
49.300,0.6786,0.50641,0.75649,-0.1790,0.0193,1.0000,68.1074,160.0000
49.400,0.6778,0.50691,0.75808,-0.1795,0.0192,1.0000,68.1300,160.0000
49.500,0.6770,0.50740,0.75965,-0.1800,0.0191,1.0000,68.1555,160.0000
49.600,0.6761,0.50789,0.76120,-0.1804,0.0190,1.0000,68.1840,160.0000
49.700,0.6753,0.50836,0.76273,-0.1809,0.0189,1.0000,68.2153,160.0000
49.800,0.6744,0.50883,0.76425,-0.1814,0.0188,1.0000,68.2490,160.0000
49.900,0.6736,0.50929,0.76575,-0.1818,0.0187,1.0000,68.2846,160.0000
50.000,0.6727,0.50974,0.76724,-0.1823,0.0186,1.0000,68.3216,160.0000
50.100,0.6718,0.51018,0.76871,-0.1828,0.0185,1.0000,68.3595,160.0000
50.200,0.6710,0.51061,0.77017,-0.1832,0.0183,1.0000,68.3977,160.0000
50.300,0.6701,0.51104,0.77162,-0.1837,0.0182,1.0000,68.4358,160.0000
50.400,0.6692,0.51146,0.77305,-0.1841,0.0181,1.0000,68.4734,160.0000
50.500,0.6683,0.51186,0.77448,-0.1846,0.0180,1.0000,68.5102,160.0000
50.600,0.6674,0.51226,0.77589,-0.1851,0.0178,1.0000,68.5460,160.0000
50.700,0.6664,0.51265,0.77729,-0.1855,0.0177,1.0000,68.5804,160.0000
50.800,0.6655,0.51304,0.77869,-0.1860,0.0176,1.0000,68.6141,160.0000
50.900,0.6646,0.51341,0.78007,-0.1864,0.0175,1.0000,68.6476,160.0000
51.000,0.6636,0.51378,0.78143,-0.1869,0.0174,1.0000,68.6808,160.0000
51.100,0.6627,0.51413,0.78279,-0.1873,0.0173,1.0000,68.7137,160.0000
51.200,0.6617,0.51448,0.78413,-0.1878,0.0172,1.0000,68.7461,160.0000
51.300,0.6607,0.51482,0.78545,-0.1882,0.0171,1.0000,68.7780,160.0000
51.400,0.6597,0.51515,0.78676,-0.1887,0.0170,1.0000,68.8095,160.0000
51.500,0.6587,0.51548,0.78804,-0.1891,0.0169,1.0000,68.8402,160.0000
51.600,0.6577,0.51580,0.78931,-0.1896,0.0168,1.0000,68.8702,160.0000
51.700,0.6567,0.51612,0.79055,-0.1900,0.0167,1.0000,68.8992,160.0000
51.800,0.6557,0.51644,0.79176,-0.1905,0.0166,1.0000,68.9270,160.0000
51.900,0.6547,0.51676,0.79294,-0.1909,0.0165,1.0000,68.9531,160.0000
52.000,0.6536,0.51710,0.79407,-0.1913,0.0164,1.0000,68.9770,160.0000
52.100,0.6525,0.51747,0.79515,-0.1918,0.0164,1.0000,68.9981,160.0000
53.000,0.6431,0.51997,0.80802,-0.1958,0.0160,1.0000,69.1073,160.0000
53.100,0.6420,0.52021,0.80936,-0.1962,0.0160,1.0000,69.1289,160.0000
53.200,0.6409,0.52044,0.81067,-0.1966,0.0159,1.0000,69.1527,160.0000
53.300,0.6398,0.52066,0.81197,-0.1971,0.0158,1.0000,69.1786,160.0000
53.400,0.6387,0.52087,0.81325,-0.1975,0.0158,1.0000,69.2064,160.0000
53.500,0.6376,0.52107,0.81451,-0.1979,0.0157,1.0000,69.2356,160.0000
53.600,0.6365,0.52127,0.81576,-0.1983,0.0156,1.0000,69.2657,160.0000
53.700,0.6353,0.52146,0.81700,-0.1988,0.0155,1.0000,69.2962,160.0000
53.800,0.6342,0.52163,0.81823,-0.1992,0.0154,1.0000,69.3266,160.0000
53.900,0.6330,0.52180,0.81945,-0.1996,0.0153,1.0000,69.3567,160.0000
54.000,0.6319,0.52197,0.82065,-0.2000,0.0152,1.0000,69.3872,160.0000
54.100,0.6307,0.52212,0.82185,-0.2005,0.0151,1.0000,69.4180,160.0000
54.200,0.6296,0.52226,0.82303,-0.2009,0.0150,1.0000,69.4490,160.0000
54.300,0.6284,0.52240,0.82420,-0.2013,0.0149,1.0000,69.4802,160.0000
54.400,0.6272,0.52252,0.82537,-0.2017,0.0149,1.0000,69.5114,160.0000
54.500,0.6260,0.52264,0.82652,-0.2022,0.0148,1.0000,69.5426,160.0000
54.600,0.6248,0.52275,0.82766,-0.2026,0.0147,1.0000,69.5737,160.0000
54.700,0.6236,0.52285,0.82879,-0.2030,0.0146,1.0000,69.6047,160.0000
54.800,0.6224,0.52294,0.82991,-0.2034,0.0145,1.0000,69.6355,160.0000
54.900,0.6212,0.52302,0.83102,-0.2038,0.0144,1.0000,69.6661,160.0000
55.000,0.6200,0.52310,0.83211,-0.2042,0.0143,1.0000,69.6965,160.0000
55.100,0.6187,0.52316,0.83319,-0.2047,0.0142,1.0000,69.7265,160.0000
55.200,0.6175,0.52322,0.83426,-0.2051,0.0141,1.0000,69.7563,160.0000
55.300,0.6163,0.52326,0.83532,-0.2055,0.0141,1.0000,69.7860,160.0000
55.400,0.6150,0.52330,0.83635,-0.2059,0.0140,1.0000,69.8159,160.0000
55.500,0.6137,0.52333,0.83737,-0.2063,0.0139,1.0000,69.8458,160.0000
55.600,0.6125,0.52335,0.83836,-0.2067,0.0138,1.0000,69.8755,160.0000
55.700,0.6112,0.52337,0.83933,-0.2071,0.0137,1.0000,69.9047,160.0000
55.800,0.6099,0.52338,0.84027,-0.2075,0.0136,1.0000,69.9330,160.0000
55.900,0.6086,0.52341,0.84118,-0.2079,0.0136,1.0000,69.9599,160.0000
56.000,0.6073,0.52344,0.84204,-0.2083,0.0135,1.0000,69.9846,160.0000
57.000,0.5943,0.52339,0.85316,-0.2123,0.0132,1.0000,70.1041,160.0000
57.100,0.5929,0.52333,0.85418,-0.2127,0.0131,1.0000,70.1203,160.0000
57.200,0.5916,0.52327,0.85519,-0.2131,0.0131,1.0000,70.1380,160.0000
57.300,0.5902,0.52319,0.85619,-0.2135,0.0130,1.0000,70.1570,160.0000
57.400,0.5889,0.52311,0.85717,-0.2138,0.0130,1.0000,70.1775,160.0000
57.500,0.5875,0.52302,0.85814,-0.2142,0.0129,1.0000,70.1993,160.0000
57.600,0.5862,0.52292,0.85910,-0.2146,0.0129,1.0000,70.2224,160.0000
57.700,0.5848,0.52281,0.86004,-0.2150,0.0128,1.0000,70.2466,160.0000
57.800,0.5834,0.52270,0.86098,-0.2154,0.0127,1.0000,70.2717,160.0000
57.900,0.5820,0.52257,0.86190,-0.2158,0.0127,1.0000,70.2978,160.0000
58.000,0.5807,0.52244,0.86282,-0.2161,0.0126,1.0000,70.3245,160.0000
58.100,0.5793,0.52230,0.86372,-0.2165,0.0125,1.0000,70.3519,160.0000
58.200,0.5779,0.52215,0.86461,-0.2169,0.0125,1.0000,70.3796,160.0000
58.300,0.5765,0.52199,0.86550,-0.2173,0.0124,1.0000,70.4081,160.0000
58.400,0.5751,0.52182,0.86637,-0.2176,0.0123,1.0000,70.4375,160.0000
58.500,0.5736,0.52165,0.86723,-0.2180,0.0122,1.0000,70.4677,160.0000
58.600,0.5722,0.52146,0.86808,-0.2184,0.0122,1.0000,70.4986,160.0000
58.700,0.5708,0.52127,0.86892,-0.2188,0.0121,1.0000,70.5301,160.0000
58.800,0.5694,0.52107,0.86975,-0.2191,0.0120,1.0000,70.5622,160.0000
58.900,0.5679,0.52086,0.87057,-0.2195,0.0119,1.0000,70.5947,160.0000
59.000,0.5665,0.52064,0.87137,-0.2199,0.0118,1.0000,70.6274,160.0000
59.100,0.5651,0.52041,0.87216,-0.2202,0.0117,1.0000,70.6603,160.0000
59.200,0.5636,0.52017,0.87294,-0.2206,0.0117,1.0000,70.6931,160.0000
59.300,0.5621,0.51993,0.87371,-0.2210,0.0116,1.0000,70.7257,160.0000
59.400,0.5607,0.51967,0.87446,-0.2213,0.0115,1.0000,70.7579,160.0000
59.500,0.5592,0.51941,0.87520,-0.2217,0.0114,1.0000,70.7894,160.0000
59.600,0.5577,0.51913,0.87592,-0.2221,0.0113,1.0000,70.8202,160.0000
59.700,0.5563,0.51886,0.87663,-0.2224,0.0113,1.0000,70.8499,160.0000
59.800,0.5548,0.51857,0.87732,-0.2228,0.0112,1.0000,70.8783,160.0000
59.900,0.5533,0.51828,0.87800,-0.2232,0.0111,1.0000,70.9052,160.0000
60.000,0.5518,0.51799,0.87865,-0.2235,0.0111,1.0000,70.9303,160.0000
60.100,0.5503,0.51769,0.87929,-0.2239,0.0110,1.0000,70.9537,160.0000
60.200,0.5487,0.51740,0.87990,-0.2242,0.0109,1.0000,70.9756,160.0000
60.300,0.5472,0.51712,0.88048,-0.2246,0.0109,1.0000,70.9955,160.0000
61.500,0.5290,0.51329,0.88967,-0.2287,0.0106,1.0000,71.1117,160.0000
61.600,0.5275,0.51292,0.89033,-0.2290,0.0106,1.0000,71.1284,160.0000
61.700,0.5259,0.51253,0.89098,-0.2293,0.0105,1.0000,71.1469,160.0000
61.800,0.5244,0.51213,0.89161,-0.2297,0.0105,1.0000,71.1671,160.0000
61.900,0.5228,0.51173,0.89223,-0.2300,0.0104,1.0000,71.1892,160.0000
62.000,0.5213,0.51132,0.89285,-0.2303,0.0104,1.0000,71.2130,160.0000
62.100,0.5197,0.51090,0.89344,-0.2307,0.0103,1.0000,71.2385,160.0000
62.200,0.5181,0.51047,0.89403,-0.2310,0.0103,1.0000,71.2653,160.0000
62.300,0.5166,0.51004,0.89461,-0.2313,0.0102,1.0000,71.2933,160.0000
62.400,0.5150,0.50960,0.89518,-0.2316,0.0101,1.0000,71.3220,160.0000
62.500,0.5134,0.50915,0.89573,-0.2320,0.0101,1.0000,71.3512,160.0000
62.600,0.5118,0.50869,0.89628,-0.2323,0.0100,1.0000,71.3805,160.0000
62.700,0.5102,0.50823,0.89682,-0.2326,0.0099,1.0000,71.4096,160.0000
62.800,0.5086,0.50776,0.89734,-0.2329,0.0099,1.0000,71.4382,160.0000
62.900,0.5070,0.50728,0.89786,-0.2332,0.0098,1.0000,71.4661,160.0000
63.000,0.5055,0.50680,0.89837,-0.2336,0.0097,1.0000,71.4935,160.0000
63.100,0.5038,0.50630,0.89887,-0.2339,0.0097,1.0000,71.5209,160.0000
63.200,0.5022,0.50581,0.89936,-0.2342,0.0096,1.0000,71.5484,160.0000
63.300,0.5006,0.50530,0.89984,-0.2345,0.0096,1.0000,71.5758,160.0000
63.400,0.4990,0.50479,0.90030,-0.2348,0.0095,1.0000,71.6032,160.0000
63.500,0.4974,0.50427,0.90076,-0.2351,0.0094,1.0000,71.6305,160.0000
63.600,0.4958,0.50374,0.90121,-0.2354,0.0094,1.0000,71.6577,160.0000
63.700,0.4942,0.50320,0.90165,-0.2358,0.0093,1.0000,71.6847,160.0000
63.800,0.4925,0.50266,0.90207,-0.2361,0.0093,1.0000,71.7115,160.0000
63.900,0.4909,0.50211,0.90249,-0.2364,0.0092,1.0000,71.7382,160.0000
64.000,0.4893,0.50155,0.90289,-0.2367,0.0091,1.0000,71.7646,160.0000
64.100,0.4876,0.50099,0.90329,-0.2370,0.0091,1.0000,71.7908,160.0000
64.200,0.4860,0.50042,0.90367,-0.2373,0.0090,1.0000,71.8170,160.0000
64.300,0.4843,0.49984,0.90403,-0.2376,0.0090,1.0000,71.8435,160.0000
64.400,0.4827,0.49926,0.90438,-0.2379,0.0089,1.0000,71.8699,160.0000
64.500,0.4810,0.49867,0.90472,-0.2382,0.0088,1.0000,71.8962,160.0000
64.600,0.4794,0.49807,0.90503,-0.2385,0.0088,1.0000,71.9222,160.0000
64.700,0.4777,0.49748,0.90533,-0.2388,0.0087,1.0000,71.9475,160.0000
64.800,0.4760,0.49688,0.90561,-0.2391,0.0087,1.0000,71.9717,160.0000
64.900,0.4743,0.49629,0.90586,-0.2394,0.0086,1.0000,71.9941,160.0000
66.000,0.4561,0.48972,0.91035,-0.2425,0.0084,1.0000,72.1019,160.0000
66.100,0.4544,0.48906,0.91064,-0.2427,0.0084,1.0000,72.1155,160.0000
66.200,0.4527,0.48840,0.91092,-0.2430,0.0084,1.0000,72.1301,160.0000
66.300,0.4510,0.48773,0.91119,-0.2433,0.0083,1.0000,72.1458,160.0000
66.400,0.4493,0.48705,0.91145,-0.2435,0.0083,1.0000,72.1626,160.0000
66.500,0.4476,0.48637,0.91170,-0.2438,0.0083,1.0000,72.1804,160.0000
66.600,0.4459,0.48568,0.91194,-0.2441,0.0082,1.0000,72.1994,160.0000
66.700,0.4442,0.48499,0.91217,-0.2443,0.0082,1.0000,72.2193,160.0000
66.800,0.4425,0.48429,0.91239,-0.2446,0.0081,1.0000,72.2403,160.0000
66.900,0.4408,0.48359,0.91260,-0.2449,0.0081,1.0000,72.2621,160.0000
67.000,0.4391,0.48288,0.91280,-0.2451,0.0080,1.0000,72.2852,160.0000
67.100,0.4374,0.48216,0.91300,-0.2454,0.0080,1.0000,72.3095,160.0000
67.200,0.4357,0.48144,0.91318,-0.2457,0.0079,1.0000,72.3350,160.0000
67.300,0.4340,0.48071,0.91336,-0.2459,0.0079,1.0000,72.3617,160.0000
67.400,0.4323,0.47998,0.91352,-0.2462,0.0078,1.0000,72.3893,160.0000
67.500,0.4306,0.47924,0.91368,-0.2464,0.0078,1.0000,72.4179,160.0000
67.600,0.4289,0.47849,0.91383,-0.2467,0.0077,1.0000,72.4472,160.0000
67.700,0.4272,0.47774,0.91396,-0.2469,0.0077,1.0000,72.4771,160.0000
67.800,0.4255,0.47698,0.91409,-0.2472,0.0076,1.0000,72.5075,160.0000
67.900,0.4237,0.47622,0.91421,-0.2474,0.0075,1.0000,72.5381,160.0000
68.000,0.4220,0.47545,0.91432,-0.2477,0.0075,1.0000,72.5688,160.0000
68.100,0.4203,0.47468,0.91441,-0.2479,0.0074,1.0000,72.5994,160.0000
68.200,0.4186,0.47390,0.91450,-0.2482,0.0074,1.0000,72.6296,160.0000
68.300,0.4169,0.47312,0.91458,-0.2484,0.0073,1.0000,72.6592,160.0000
68.400,0.4151,0.47233,0.91465,-0.2487,0.0072,1.0000,72.6880,160.0000
68.500,0.4134,0.47154,0.91471,-0.2489,0.0072,1.0000,72.7158,160.0000
68.600,0.4117,0.47074,0.91477,-0.2492,0.0071,1.0000,72.7425,160.0000
68.700,0.4099,0.46993,0.91481,-0.2494,0.0071,1.0000,72.7686,160.0000
68.800,0.4082,0.46912,0.91484,-0.2497,0.0070,1.0000,72.7944,160.0000
68.900,0.4065,0.46831,0.91486,-0.2499,0.0070,1.0000,72.8199,160.0000
69.000,0.4047,0.46749,0.91487,-0.2501,0.0069,1.0000,72.8450,160.0000
69.100,0.4030,0.46667,0.91488,-0.2504,0.0069,1.0000,72.8697,160.0000
69.200,0.4013,0.46584,0.91487,-0.2506,0.0069,1.0000,72.8939,160.0000
