0,6.1457e-05
0.1,-0.0033068
0.2,-0.0074871
0.3,-0.012322
0.4,-0.017569
0.5,-0.022895
0.6,-0.027868
0.7,-0.031999
0.8,-0.034749
0.9,-0.035562
1,-0.033894
1.1,-0.029258
1.2,-0.02125
1.3,-0.0095829
1.4,0.0058979
1.5,0.025185
1.6,0.048107
1.7,0.074337
1.8,0.10341
1.9,0.13472
2,0.16761
2.1,0.20132
2.2,0.23512
2.3,0.2683
2.4,0.30019
2.5,0.33025
2.6,0.35805
2.7,0.38327
2.8,0.40577
2.9,0.42552
3,0.44262
3.1,0.45727
3.2,0.46977
3.3,0.48045
3.4,0.4897
3.5,0.49786
3.6,0.50526
3.7,0.51223
3.8,0.519
3.9,0.52577
4,0.53269
4.1,0.53983
4.2,0.54719
4.3,0.55482
4.4,0.56264
4.5,0.57057
4.6,0.57859
4.7,0.5866
4.8,0.59452
4.9,0.60235
5,0.61009
5.1,0.61773
5.2,0.62528
5.3,0.63274
5.4,0.64006
5.5,0.64729
5.6,0.65452
5.7,0.66174
5.8,0.66893
5.9,0.67609
6,0.68328
6.1,0.69058
6.2,0.698
6.3,0.70547
6.4,0.71302
6.5,0.72067
6.6,0.72839
6.7,0.73618
6.8,0.74405
6.9,0.75198
7,0.75993
7.1,0.76784
7.2,0.77567
7.3,0.78334
7.4,0.79077
7.5,0.79787
7.6,0.80455
7.7,0.81069
7.8,0.81622
7.9,0.8211
8,0.82537
8.1,0.82915
8.2,0.83255
8.3,0.83573
8.4,0.83884
8.5,0.84209
8.6,0.84563
8.7,0.8496
8.8,0.85401
8.9,0.85876
9,0.86368
9.1,0.86849
9.2,0.87279
9.3,0.87606
9.4,0.87772
9.5,0.87713
9.6,0.87367
9.7,0.86679
9.8,0.8561
9.9,0.84137
10,0.8225
10.1,0.79956
10.2,0.77294
10.3,0.74329
10.4,0.71146
10.5,0.67838
10.6,0.64495
10.7,0.61217
10.8,0.58111
10.9,0.55265
11,0.52751
11.1,0.50627
11.2,0.48921
11.3,0.47633
11.4,0.46741
11.5,0.46216
11.6,0.46018
11.7,0.4609
11.8,0.46357
11.9,0.46746
12,0.47194
12.1,0.47645
12.2,0.48056
12.3,0.48404
12.4,0.48672
12.5,0.48854
12.6,0.48958
12.7,0.48989
12.8,0.48955
12.9,0.48877
13,0.48779
13.1,0.4868
13.2,0.48598
13.3,0.48541
13.4,0.48509
13.5,0.48503
13.6,0.48521
13.7,0.4856
13.8,0.48612
13.9,0.4867
14,0.48732
14.1,0.48796
14.2,0.48863
14.3,0.48927
14.4,0.48988
14.5,0.4905
14.6,0.4912
14.7,0.49197
14.8,0.49279
14.9,0.49364
15,0.49454
15.1,0.49549
15.2,0.49647
15.3,0.49744
15.4,0.49836
15.5,0.49923
15.6,0.50007
15.7,0.50087
15.8,0.50162
15.9,0.5023
16,0.50291
16.1,0.50347
16.2,0.50404
16.3,0.50463
16.4,0.50525
16.5,0.50586
16.6,0.50644
16.7,0.50702
16.8,0.50769
16.9,0.50848
17,0.50933
17.1,0.51016
17.2,0.51098
17.3,0.51185
17.4,0.51282
17.5,0.5139
17.6,0.51505
17.7,0.51624
17.8,0.51744
17.9,0.51861
18,0.51983
18.1,0.52114
18.2,0.52253
18.3,0.5239
18.4,0.5252
18.5,0.52644
18.6,0.52766
18.7,0.52891
18.8,0.53024
18.9,0.53163
19,0.53305
19.1,0.53445
19.2,0.53581
19.3,0.53713
19.4,0.53842
19.5,0.53972
19.6,0.54108
19.7,0.54245
19.8,0.54379
19.9,0.54504
20,0.54624
20.1,0.54741
20.2,0.54858
20.3,0.54975
20.4,0.55094
20.5,0.55219
20.6,0.55351
20.7,0.55492
20.8,0.55638
20.9,0.55786
21,0.55937
21.1,0.5609
21.2,0.56245
21.3,0.564
21.4,0.56551
21.5,0.56698
21.6,0.56839
21.7,0.56972
21.8,0.57095
21.9,0.57207
22,0.57311
22.1,0.57412
22.2,0.57511
22.3,0.5761
22.4,0.57711
22.5,0.5782
22.6,0.57941
22.7,0.58072
22.8,0.58212
22.9,0.58355
23,0.58502
23.1,0.5865
23.2,0.58798
23.3,0.58943
23.4,0.59082
23.5,0.59213
23.6,0.59336
23.7,0.59452
23.8,0.59563
23.9,0.59673
24,0.59782
24.1,0.59891
24.2,0.60003
24.3,0.6012
24.4,0.60244
24.5,0.60378
24.6,0.60519
24.7,0.60665
24.8,0.60813
24.9,0.60958
25,0.61101
25.1,0.61239
25.2,0.6137
25.3,0.6149
25.4,0.61599
25.5,0.61697
25.6,0.61788
25.7,0.61878
25.8,0.6197
25.9,0.62068
26,0.62176
26.1,0.62294
26.2,0.62425
26.3,0.62566
26.4,0.62715
26.5,0.62871
26.6,0.63029
26.7,0.63184
26.8,0.63333
26.9,0.63472
27,0.63598
27.1,0.63708
27.2,0.63803
27.3,0.63885
27.4,0.63956
27.5,0.64021
27.6,0.64083
27.7,0.64146
27.8,0.64216
27.9,0.64294
28,0.64385
28.1,0.64488
28.2,0.64604
28.3,0.64732
28.4,0.64869
28.5,0.65012
28.6,0.65157
28.7,0.653
28.8,0.65437
28.9,0.65564
29,0.6568
29.1,0.65784
29.2,0.65876
29.3,0.65955
29.4,0.66026
29.5,0.66089
29.6,0.66148
29.7,0.66206
29.8,0.66266
29.9,0.66331
30,0.66403
30.1,0.66483
30.2,0.66573
30.3,0.66673
30.4,0.66781
30.5,0.66896
30.6,0.67014
30.7,0.67133
30.8,0.67252
30.9,0.67366
31,0.67474
31.1,0.67575
31.2,0.67668
31.3,0.6775
31.4,0.67823
31.5,0.67888
31.6,0.67946
31.7,0.67999
31.8,0.68048
31.9,0.68096
32,0.68145
32.1,0.68197
32.2,0.68254
32.3,0.68317
32.4,0.68386
32.5,0.68462
32.6,0.68544
32.7,0.6863
32.8,0.6872
32.9,0.68811
33,0.68903
33.1,0.68994
33.2,0.69081
33.3,0.69164
33.4,0.69241
33.5,0.69312
33.6,0.69375
33.7,0.69432
33.8,0.69482
33.9,0.69526
34,0.69566
34.1,0.69603
34.2,0.69638
34.3,0.69672
34.4,0.69708
34.5,0.69746
34.6,0.69787
34.7,0.69832
34.8,0.6988
34.9,0.69933
35,0.69988
35.1,0.70047
35.2,0.70108
35.3,0.7017
35.4,0.70231
35.5,0.70292
35.6,0.70351
35.7,0.70407
35.8,0.70459
35.9,0.70506
36,0.7055
36.1,0.70588
36.2,0.70622
36.3,0.70651
36.4,0.70677
36.5,0.70701
36.6,0.70721
36.7,0.70741
36.8,0.7076
36.9,0.7078
37,0.708
37.1,0.70822
37.2,0.70844
37.3,0.70869
37.4,0.70896
37.5,0.70923
37.6,0.70952
37.7,0.70982
37.8,0.71013
37.9,0.71043
38,0.71072
38.1,0.711
38.2,0.71127
38.3,0.71151
38.4,0.71172
38.5,0.71192
38.6,0.71208
38.7,0.71222
38.8,0.71233
38.9,0.71242
39,0.71249
39.1,0.71253
39.2,0.71257
39.3,0.71259
39.4,0.71261
39.5,0.71262
39.6,0.71262
39.7,0.71263
39.8,0.71263
39.9,0.71264
40,0.71264
40.1,0.71265
40.2,0.71266
40.3,0.71267
40.4,0.71267
40.5,0.71267
40.6,0.71267
40.7,0.71266
40.8,0.71264
40.9,0.7126
41,0.71256
41.1,0.7125
41.2,0.71242
41.3,0.71232
41.4,0.71221
41.5,0.71209
41.6,0.71194
41.7,0.71178
41.8,0.7116
41.9,0.71142
42,0.71122
42.1,0.71101
42.2,0.71079
42.3,0.71057
42.4,0.71034
42.5,0.7101
42.6,0.70985
42.7,0.70961
42.8,0.70936
42.9,0.7091
43,0.70884
43.1,0.70858
43.2,0.70831
43.3,0.70803
43.4,0.70774
43.5,0.70745
43.6,0.70714
43.7,0.70682
43.8,0.70649
43.9,0.70615
44,0.70579
44.1,0.70542
44.2,0.70505
44.3,0.70466
44.4,0.70426
44.5,0.70385
44.6,0.70343
44.7,0.703
44.8,0.70257
44.9,0.70212
45,0.70166
45.1,0.7012
45.2,0.70073
45.3,0.70025
45.4,0.69976
45.5,0.69927
45.6,0.69877
45.7,0.69826
45.8,0.69774
45.9,0.69722
46,0.6967
46.1,0.69616
46.2,0.69562
46.3,0.69507
46.4,0.69452
46.5,0.69396
46.6,0.69338
46.7,0.6928
46.8,0.69221
46.9,0.6916
47,0.69098
47.1,0.69035
47.2,0.6897
47.3,0.68904
47.4,0.68836
47.5,0.68767
47.6,0.68697
47.7,0.68625
47.8,0.68553
47.9,0.6848
48,0.68407
48.1,0.68333
48.2,0.68259
48.3,0.68185
48.4,0.68111
48.5,0.68037
48.6,0.67963
48.7,0.67889
48.8,0.67815
48.9,0.6774
49,0.67665
49.1,0.67589
49.2,0.67512
49.3,0.67434
49.4,0.67355
49.5,0.67275
49.6,0.67193
49.7,0.67111
49.8,0.67027
49.9,0.66941
50,0.66855
50.1,0.66768
50.2,0.6668
50.3,0.66591
50.4,0.66501
50.5,0.66411
50.6,0.66319
50.7,0.66226
50.8,0.66133
50.9,0.66038
51,0.65943
51.1,0.65846
51.2,0.65748
51.3,0.6565
51.4,0.65551
51.5,0.65452
51.6,0.65351
51.7,0.65251
51.8,0.6515
51.9,0.65049
52,0.64947
52.1,0.64846
52.2,0.64745
52.3,0.64643
52.4,0.64541
52.5,0.64438
52.6,0.64336
52.7,0.64232
52.8,0.64127
52.9,0.64022
53,0.63916
53.1,0.63808
53.2,0.637
53.3,0.6359
53.4,0.6348
53.5,0.63368
53.6,0.63256
53.7,0.63142
53.8,0.63029
53.9,0.62914
54,0.62799
54.1,0.62684
54.2,0.62568
54.3,0.62451
54.4,0.62333
54.5,0.62215
54.6,0.62097
54.7,0.61978
54.8,0.61857
54.9,0.61736
55,0.61614
55.1,0.61491
55.2,0.61368
55.3,0.61243
55.4,0.61118
55.5,0.60992
55.6,0.60866
55.7,0.60739
55.8,0.60611
55.9,0.60484
56,0.60356
56.1,0.60228
56.2,0.601
56.3,0.59972
56.4,0.59844
56.5,0.59715
56.6,0.59585
56.7,0.59456
56.8,0.59326
56.9,0.59196
57,0.59065
57.1,0.58933
57.2,0.58801
57.3,0.58667
57.4,0.58533
57.5,0.58398
57.6,0.58263
57.7,0.58127
57.8,0.5799
57.9,0.57852
58,0.57715
58.1,0.57577
58.2,0.57438
58.3,0.57299
58.4,0.57159
58.5,0.57019
58.6,0.56878
58.7,0.56737
58.8,0.56595
58.9,0.56453
59,0.56309
59.1,0.56165
59.2,0.56021
59.3,0.55876
59.4,0.5573
59.5,0.55584
59.6,0.55438
59.7,0.55291
59.8,0.55144
59.9,0.54997
