alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Top_Itr,Bot_Itr
1.545,0.0399,0.02336,0.01063,0.0086,0.9814,1.0000,2.9101,160.0000
1.550,0.0418,0.02339,0.01066,0.0083,0.9809,1.0000,2.9468,160.0000
1.555,0.0437,0.02342,0.01068,0.0081,0.9805,1.0000,2.9826,160.0000
1.560,0.0453,0.02344,0.01070,0.0078,0.9800,1.0000,3.0247,160.0000
1.565,0.0465,0.02345,0.01072,0.0076,0.9793,1.0000,3.0774,160.0000
1.570,0.0478,0.02346,0.01073,0.0075,0.9787,1.0000,3.1275,160.0000
1.575,0.0492,0.02348,0.01075,0.0073,0.9780,1.0000,3.1768,160.0000
1.580,0.0506,0.02349,0.01077,0.0071,0.9774,1.0000,3.2252,160.0000
1.585,0.0520,0.02351,0.01079,0.0069,0.9768,1.0000,3.2728,160.0000
1.590,0.0535,0.02352,0.01080,0.0067,0.9761,1.0000,3.3194,160.0000
1.595,0.0550,0.02354,0.01082,0.0065,0.9755,1.0000,3.3651,160.0000
1.600,0.0565,0.02356,0.01084,0.0063,0.9750,1.0000,3.4099,160.0000
1.605,0.0581,0.02358,0.01086,0.0060,0.9744,1.0000,3.4538,160.0000
1.610,0.0597,0.02360,0.01088,0.0058,0.9738,1.0000,3.4968,160.0000
1.615,0.0613,0.02362,0.01090,0.0056,0.9733,1.0000,3.5388,160.0000
1.620,0.0630,0.02363,0.01092,0.0053,0.9727,1.0000,3.5799,160.0000
1.625,0.0647,0.02365,0.01095,0.0051,0.9722,1.0000,3.6200,160.0000
1.630,0.0664,0.02367,0.01097,0.0048,0.9717,1.0000,3.6592,160.0000
1.635,0.0682,0.02370,0.01099,0.0046,0.9712,1.0000,3.6975,160.0000
1.640,0.0700,0.02372,0.01101,0.0043,0.9707,1.0000,3.7348,160.0000
1.645,0.0718,0.02374,0.01103,0.0041,0.9702,1.0000,3.7704,160.0000
1.650,0.0737,0.02376,0.01106,0.0038,0.9698,1.0000,3.8068,160.0000
1.655,0.0756,0.02378,0.01108,0.0035,0.9693,1.0000,3.8414,160.0000
1.660,0.0776,0.02380,0.01110,0.0032,0.9689,1.0000,3.8753,160.0000
1.665,0.0795,0.02383,0.01113,0.0029,0.9684,1.0000,3.9083,160.0000
1.670,0.0816,0.02385,0.01115,0.0026,0.9680,1.0000,3.9404,160.0000
1.675,0.0836,0.02387,0.01117,0.0023,0.9676,1.0000,3.9716,160.0000
1.680,0.0857,0.02389,0.01120,0.0020,0.9672,1.0000,4.0015,160.0000
1.685,0.0865,0.02390,0.01120,0.0019,0.9664,1.0000,4.0532,160.0000
1.690,0.0874,0.02391,0.01122,0.0018,0.9657,1.0000,4.1045,160.0000
1.695,0.0885,0.02392,0.01123,0.0017,0.9650,1.0000,4.1528,160.0000
1.700,0.0896,0.02393,0.01124,0.0016,0.9643,1.0000,4.1999,160.0000
1.705,0.0908,0.02394,0.01125,0.0014,0.9636,1.0000,4.2460,160.0000
1.710,0.0921,0.02396,0.01127,0.0013,0.9630,1.0000,4.2911,160.0000
1.715,0.0934,0.02397,0.01128,0.0011,0.9623,1.0000,4.3352,160.0000
1.720,0.0948,0.02398,0.01130,0.0009,0.9617,1.0000,4.3783,160.0000
1.725,0.0963,0.02400,0.01132,0.0007,0.9611,1.0000,4.4209,160.0000
1.730,0.0978,0.02401,0.01133,0.0005,0.9605,1.0000,4.4623,160.0000
1.735,0.0994,0.02403,0.01135,0.0003,0.9599,1.0000,4.5028,160.0000
1.740,0.1010,0.02404,0.01137,0.0000,0.9593,1.0000,4.5424,160.0000
1.745,0.1027,0.02406,0.01138,-0.0002,0.9588,1.0000,4.5811,160.0000
1.750,0.1044,0.02407,0.01140,-0.0004,0.9582,1.0000,4.6188,160.0000
1.755,0.1062,0.02409,0.01142,-0.0007,0.9577,1.0000,4.6557,160.0000
1.760,0.1081,0.02411,0.01144,-0.0009,0.9571,1.0000,4.6916,160.0000
1.765,0.1100,0.02412,0.01146,-0.0012,0.9566,1.0000,4.7267,160.0000
1.770,0.1119,0.02414,0.01148,-0.0015,0.9561,1.0000,4.7608,160.0000
1.775,0.1139,0.02416,0.01150,-0.0018,0.9557,1.0000,4.7941,160.0000
1.780,0.1159,0.02417,0.01151,-0.0021,0.9552,1.0000,4.8265,160.0000
1.785,0.1180,0.02419,0.01153,-0.0024,0.9547,1.0000,4.8581,160.0000
1.790,0.1201,0.02421,0.01155,-0.0027,0.9543,1.0000,4.8888,160.0000
1.795,0.1223,0.02423,0.01157,-0.0030,0.9538,1.0000,4.9191,160.0000
1.800,0.1245,0.02424,0.01159,-0.0033,0.9534,1.0000,4.9485,160.0000
1.805,0.1268,0.02426,0.01161,-0.0036,0.9530,1.0000,4.9769,160.0000
1.810,0.1288,0.02428,0.01163,-0.0039,0.9525,1.0000,5.0076,160.0000
1.815,0.1292,0.02428,0.01163,-0.0039,0.9517,1.0000,5.0599,160.0000
1.820,0.1298,0.02429,0.01164,-0.0040,0.9509,1.0000,5.1101,160.0000
1.825,0.1305,0.02430,0.01165,-0.0040,0.9502,1.0000,5.1587,160.0000
1.830,0.1314,0.02431,0.01166,-0.0041,0.9494,1.0000,5.2072,160.0000
1.835,0.1324,0.02432,0.01167,-0.0042,0.9487,1.0000,5.2528,160.0000
1.840,0.1336,0.02433,0.01168,-0.0044,0.9480,1.0000,5.2972,160.0000
1.845,0.1348,0.02434,0.01170,-0.0045,0.9474,1.0000,5.3405,160.0000
1.850,0.1361,0.02435,0.01171,-0.0047,0.9467,1.0000,5.3827,160.0000
1.855,0.1375,0.02436,0.01172,-0.0049,0.9461,1.0000,5.4238,160.0000
1.860,0.1390,0.02437,0.01174,-0.0050,0.9455,1.0000,5.4639,160.0000
1.865,0.1406,0.02438,0.01175,-0.0052,0.9448,1.0000,5.5030,160.0000
1.870,0.1422,0.02439,0.01176,-0.0055,0.9443,1.0000,5.5411,160.0000
1.875,0.1439,0.02440,0.01178,-0.0057,0.9437,1.0000,5.5783,160.0000
1.880,0.1457,0.02441,0.01179,-0.0059,0.9431,1.0000,5.6145,160.0000
1.885,0.1476,0.02443,0.01181,-0.0062,0.9426,1.0000,5.6498,160.0000
1.890,0.1495,0.02444,0.01182,-0.0065,0.9420,1.0000,5.6849,160.0000
1.895,0.1514,0.02445,0.01183,-0.0067,0.9415,1.0000,5.7189,160.0000
1.900,0.1535,0.02446,0.01185,-0.0070,0.9410,1.0000,5.7520,160.0000
1.905,0.1556,0.02447,0.01186,-0.0073,0.9405,1.0000,5.7842,160.0000
1.910,0.1577,0.02448,0.01188,-0.0076,0.9400,1.0000,5.8156,160.0000
1.915,0.1600,0.02449,0.01189,-0.0079,0.9395,1.0000,5.8462,160.0000
1.920,0.1623,0.02451,0.01190,-0.0083,0.9391,1.0000,5.8760,160.0000
1.925,0.1646,0.02452,0.01192,-0.0086,0.9386,1.0000,5.9049,160.0000
1.930,0.1671,0.02453,0.01193,-0.0089,0.9382,1.0000,5.9330,160.0000
1.935,0.1695,0.02454,0.01195,-0.0093,0.9377,1.0000,5.9603,160.0000
1.940,0.1721,0.02455,0.01196,-0.0097,0.9373,1.0000,5.9868,160.0000
1.945,0.1734,0.02456,0.01197,-0.0098,0.9367,1.0000,6.0258,160.0000
1.950,0.1734,0.02456,0.01198,-0.0097,0.9359,1.0000,6.0794,160.0000
1.955,0.1737,0.02457,0.01198,-0.0097,0.9350,1.0000,6.1304,160.0000
1.960,0.1742,0.02458,0.01199,-0.0097,0.9342,1.0000,6.1795,160.0000
1.965,0.1749,0.02459,0.01200,-0.0098,0.9335,1.0000,6.2269,160.0000
1.970,0.1758,0.02459,0.01201,-0.0099,0.9327,1.0000,6.2727,160.0000
1.975,0.1769,0.02460,0.01202,-0.0100,0.9320,1.0000,6.3183,160.0000
1.980,0.1781,0.02461,0.01203,-0.0101,0.9313,1.0000,6.3613,160.0000
1.985,0.1794,0.02462,0.01204,-0.0103,0.9306,1.0000,6.4037,160.0000
1.990,0.1808,0.02462,0.01205,-0.0105,0.9300,1.0000,6.4448,160.0000
1.995,0.1823,0.02463,0.01206,-0.0106,0.9293,1.0000,6.4846,160.0000
2.000,0.1840,0.02464,0.01207,-0.0108,0.9287,1.0000,6.5234,160.0000
2.005,0.1857,0.02464,0.01208,-0.0111,0.9281,1.0000,6.5610,160.0000
2.010,0.1875,0.02465,0.01209,-0.0113,0.9275,1.0000,6.5976,160.0000
2.020,0.1914,0.02466,0.01211,-0.0118,0.9264,1.0000,6.6668,160.0000
2.025,0.1935,0.02467,0.01212,-0.0121,0.9259,1.0000,6.7014,160.0000
2.030,0.1957,0.02467,0.01212,-0.0124,0.9253,1.0000,6.7341,160.0000
2.035,0.1980,0.02468,0.01213,-0.0127,0.9248,1.0000,6.7659,160.0000
2.040,0.2003,0.02468,0.01214,-0.0130,0.9243,1.0000,6.7969,160.0000
2.045,0.2027,0.02469,0.01215,-0.0134,0.9238,1.0000,6.8270,160.0000
2.050,0.2052,0.02469,0.01216,-0.0137,0.9234,1.0000,6.8562,160.0000
2.055,0.2078,0.02469,0.01217,-0.0141,0.9229,1.0000,6.8846,160.0000
2.060,0.2105,0.02469,0.01217,-0.0145,0.9225,1.0000,6.9122,160.0000
2.065,0.2133,0.02470,0.01218,-0.0149,0.9220,1.0000,6.9390,160.0000
2.070,0.2161,0.02470,0.01218,-0.0153,0.9216,1.0000,6.9651,160.0000
2.075,0.2190,0.02470,0.01219,-0.0157,0.9212,1.0000,6.9904,160.0000
2.080,0.2196,0.02471,0.01220,-0.0157,0.9205,1.0000,7.0362,160.0000
2.085,0.2191,0.02472,0.01221,-0.0156,0.9195,1.0000,7.0921,160.0000
2.090,0.2190,0.02473,0.01222,-0.0155,0.9187,1.0000,7.1449,160.0000
2.095,0.2193,0.02473,0.01222,-0.0154,0.9179,1.0000,7.1953,160.0000
2.100,0.2199,0.02474,0.01223,-0.0155,0.9171,1.0000,7.2437,160.0000
2.105,0.2207,0.02475,0.01224,-0.0155,0.9163,1.0000,7.2902,160.0000
2.110,0.2217,0.02475,0.01225,-0.0156,0.9156,1.0000,7.3352,160.0000
2.115,0.2229,0.02476,0.01225,-0.0157,0.9149,1.0000,7.3787,160.0000
2.120,0.2243,0.02476,0.01226,-0.0159,0.9141,1.0000,7.4220,160.0000
2.125,0.2258,0.02476,0.01227,-0.0161,0.9135,1.0000,7.4627,160.0000
2.130,0.2275,0.02477,0.01227,-0.0163,0.9128,1.0000,7.5023,160.0000
2.135,0.2293,0.02477,0.01228,-0.0165,0.9122,1.0000,7.5406,160.0000
2.140,0.2313,0.02477,0.01228,-0.0168,0.9116,1.0000,7.5779,160.0000
2.145,0.2333,0.02477,0.01229,-0.0170,0.9110,1.0000,7.6141,160.0000
2.150,0.2356,0.02477,0.01229,-0.0173,0.9104,1.0000,7.6492,160.0000
2.155,0.2379,0.02476,0.01229,-0.0176,0.9099,1.0000,7.6833,160.0000
2.160,0.2403,0.02476,0.01229,-0.0180,0.9093,1.0000,7.7164,160.0000
2.165,0.2429,0.02476,0.01230,-0.0183,0.9088,1.0000,7.7485,160.0000
2.170,0.2456,0.02475,0.01230,-0.0187,0.9083,1.0000,7.7796,160.0000
2.175,0.2484,0.02475,0.01230,-0.0191,0.9078,1.0000,7.8099,160.0000
2.180,0.2512,0.02474,0.01230,-0.0195,0.9073,1.0000,7.8392,160.0000
2.185,0.2542,0.02473,0.01229,-0.0199,0.9068,1.0000,7.8686,160.0000
2.190,0.2572,0.02472,0.01229,-0.0203,0.9064,1.0000,7.8968,160.0000
2.195,0.2604,0.02471,0.01229,-0.0208,0.9059,1.0000,7.9242,160.0000
2.200,0.2637,0.02470,0.01228,-0.0213,0.9055,1.0000,7.9508,160.0000
2.205,0.2671,0.02469,0.01228,-0.0217,0.9051,1.0000,7.9767,160.0000
2.210,0.2703,0.02468,0.01227,-0.0222,0.9046,1.0000,8.0026,160.0000
2.215,0.2688,0.02470,0.01229,-0.0219,0.9036,1.0000,8.0636,160.0000
2.220,0.2680,0.02471,0.01230,-0.0217,0.9027,1.0000,8.1200,160.0000
2.225,0.2678,0.02473,0.01231,-0.0215,0.9018,1.0000,8.1732,160.0000
2.230,0.2680,0.02473,0.01232,-0.0215,0.9010,1.0000,8.2238,160.0000
2.235,0.2686,0.02474,0.01233,-0.0215,0.9002,1.0000,8.2722,160.0000
2.240,0.2695,0.02474,0.01233,-0.0216,0.8994,1.0000,8.3186,160.0000
2.245,0.2707,0.02474,0.01234,-0.0217,0.8987,1.0000,8.3633,160.0000
2.250,0.2721,0.02474,0.01234,-0.0218,0.8980,1.0000,8.4065,160.0000
2.255,0.2737,0.02474,0.01234,-0.0220,0.8973,1.0000,8.4483,160.0000
2.260,0.2755,0.02474,0.01234,-0.0222,0.8966,1.0000,8.4887,160.0000
2.265,0.2775,0.02473,0.01234,-0.0225,0.8959,1.0000,8.5293,160.0000
2.270,0.2797,0.02472,0.01234,-0.0228,0.8953,1.0000,8.5673,160.0000
2.275,0.2819,0.02471,0.01234,-0.0230,0.8947,1.0000,8.6043,160.0000
2.280,0.2843,0.02470,0.01233,-0.0233,0.8941,1.0000,8.6403,160.0000
2.285,0.2867,0.02469,0.01232,-0.0237,0.8935,1.0000,8.6760,160.0000
2.290,0.2892,0.02468,0.01232,-0.0240,0.8929,1.0000,8.7107,160.0000
2.295,0.2916,0.02466,0.01231,-0.0243,0.8924,1.0000,8.7446,160.0000
2.300,0.2941,0.02465,0.01230,-0.0246,0.8918,1.0000,8.7777,160.0000
2.305,0.2967,0.02463,0.01229,-0.0249,0.8913,1.0000,8.8099,160.0000
2.310,0.2993,0.02461,0.01228,-0.0253,0.8908,1.0000,8.8413,160.0000
2.315,0.3020,0.02460,0.01227,-0.0256,0.8903,1.0000,8.8717,160.0000
2.320,0.3048,0.02458,0.01225,-0.0260,0.8898,1.0000,8.9014,160.0000
2.325,0.3077,0.02455,0.01224,-0.0263,0.8893,1.0000,8.9303,160.0000
2.330,0.3106,0.02453,0.01222,-0.0267,0.8888,1.0000,8.9583,160.0000
2.335,0.3135,0.02451,0.01220,-0.0271,0.8884,1.0000,8.9849,160.0000
2.340,0.3145,0.02451,0.01220,-0.0272,0.8877,1.0000,9.0269,160.0000
2.345,0.3134,0.02453,0.01222,-0.0269,0.8867,1.0000,9.0862,160.0000
2.350,0.3129,0.02455,0.01224,-0.0267,0.8858,1.0000,9.1420,160.0000
2.355,0.3128,0.02456,0.01225,-0.0266,0.8849,1.0000,9.1950,160.0000
2.360,0.3130,0.02457,0.01226,-0.0266,0.8841,1.0000,9.2457,160.0000
2.365,0.3135,0.02458,0.01227,-0.0266,0.8833,1.0000,9.2944,160.0000
2.370,0.3143,0.02458,0.01227,-0.0266,0.8825,1.0000,9.3413,160.0000
2.375,0.3153,0.02458,0.01227,-0.0267,0.8817,1.0000,9.3865,160.0000
2.380,0.3165,0.02457,0.01227,-0.0268,0.8810,1.0000,9.4303,160.0000
2.385,0.3178,0.02457,0.01227,-0.0269,0.8803,1.0000,9.4731,160.0000
2.390,0.3193,0.02456,0.01226,-0.0270,0.8796,1.0000,9.5147,160.0000
2.395,0.3210,0.02455,0.01225,-0.0272,0.8789,1.0000,9.5563,160.0000
2.400,0.3228,0.02454,0.01225,-0.0274,0.8783,1.0000,9.5955,160.0000
2.405,0.3247,0.02452,0.01224,-0.0276,0.8776,1.0000,9.6336,160.0000
2.410,0.3267,0.02450,0.01223,-0.0278,0.8770,1.0000,9.6707,160.0000
2.415,0.3288,0.02449,0.01221,-0.0281,0.8764,1.0000,9.7067,160.0000
2.420,0.3310,0.02447,0.01220,-0.0283,0.8758,1.0000,9.7418,160.0000
2.425,0.3333,0.02444,0.01218,-0.0286,0.8753,1.0000,9.7761,160.0000
2.430,0.3357,0.02442,0.01216,-0.0289,0.8747,1.0000,9.8094,160.0000
2.435,0.3382,0.02440,0.01214,-0.0291,0.8742,1.0000,9.8420,160.0000
2.440,0.3407,0.02437,0.01212,-0.0294,0.8737,1.0000,9.8736,160.0000
2.445,0.3433,0.02434,0.01210,-0.0297,0.8731,1.0000,9.9044,160.0000
2.450,0.3459,0.02431,0.01208,-0.0300,0.8726,1.0000,9.9342,160.0000
2.455,0.3486,0.02428,0.01205,-0.0304,0.8722,1.0000,9.9633,160.0000
2.460,0.3513,0.02425,0.01203,-0.0307,0.8717,1.0000,9.9915,160.0000
2.465,0.3513,0.02426,0.01204,-0.0306,0.8709,1.0000,10.0401,160.0000
2.470,0.3503,0.02429,0.01206,-0.0304,0.8699,1.0000,10.1000,160.0000
2.475,0.3499,0.02431,0.01208,-0.0302,0.8690,1.0000,10.1557,160.0000
2.480,0.3497,0.02433,0.01209,-0.0301,0.8681,1.0000,10.2092,160.0000
2.485,0.3499,0.02433,0.01210,-0.0300,0.8672,1.0000,10.2607,160.0000
2.490,0.3503,0.02434,0.01211,-0.0300,0.8664,1.0000,10.3102,160.0000
2.495,0.3510,0.02434,0.01211,-0.0300,0.8656,1.0000,10.3580,160.0000
2.500,0.3519,0.02434,0.01211,-0.0300,0.8648,1.0000,10.4042,160.0000
2.505,0.3529,0.02433,0.01211,-0.0301,0.8641,1.0000,10.4489,160.0000
2.510,0.3542,0.02432,0.01210,-0.0302,0.8634,1.0000,10.4923,160.0000
2.515,0.3555,0.02431,0.01209,-0.0303,0.8627,1.0000,10.5343,160.0000
2.520,0.3570,0.02430,0.01208,-0.0304,0.8620,1.0000,10.5762,160.0000
2.525,0.3587,0.02428,0.01207,-0.0306,0.8613,1.0000,10.6156,160.0000
2.530,0.3604,0.02426,0.01205,-0.0307,0.8607,1.0000,10.6538,160.0000
2.535,0.3622,0.02424,0.01204,-0.0309,0.8601,1.0000,10.6908,160.0000
2.540,0.3641,0.02422,0.01202,-0.0311,0.8595,1.0000,10.7269,160.0000
2.545,0.3660,0.02420,0.01200,-0.0313,0.8589,1.0000,10.7619,160.0000
2.550,0.3681,0.02417,0.01198,-0.0315,0.8583,1.0000,10.7959,160.0000
2.555,0.3702,0.02415,0.01196,-0.0317,0.8578,1.0000,10.8291,160.0000
2.560,0.3723,0.02412,0.01194,-0.0319,0.8572,1.0000,10.8615,160.0000
2.565,0.3746,0.02409,0.01191,-0.0321,0.8567,1.0000,10.8931,160.0000
2.570,0.3768,0.02406,0.01188,-0.0324,0.8562,1.0000,10.9239,160.0000
2.575,0.3791,0.02402,0.01186,-0.0326,0.8557,1.0000,10.9539,160.0000
2.580,0.3815,0.02399,0.01183,-0.0329,0.8552,1.0000,10.9830,160.0000
2.585,0.3825,0.02398,0.01182,-0.0329,0.8545,1.0000,11.0228,160.0000
2.590,0.3814,0.02402,0.01185,-0.0327,0.8535,1.0000,11.0838,160.0000
2.595,0.3808,0.02404,0.01187,-0.0325,0.8526,1.0000,11.1410,160.0000
2.600,0.3806,0.02406,0.01189,-0.0323,0.8517,1.0000,11.1957,160.0000
2.605,0.3806,0.02407,0.01190,-0.0323,0.8508,1.0000,11.2482,160.0000
2.610,0.3809,0.02408,0.01191,-0.0322,0.8499,1.0000,11.2988,160.0000
2.615,0.3814,0.02408,0.01191,-0.0322,0.8491,1.0000,11.3476,160.0000
2.620,0.3821,0.02408,0.01191,-0.0322,0.8483,1.0000,11.3947,160.0000
2.625,0.3829,0.02407,0.01190,-0.0322,0.8476,1.0000,11.4403,160.0000
2.630,0.3839,0.02406,0.01190,-0.0323,0.8468,1.0000,11.4845,160.0000
2.635,0.3850,0.02405,0.01189,-0.0323,0.8461,1.0000,11.5274,160.0000
2.640,0.3863,0.02404,0.01188,-0.0324,0.8454,1.0000,11.5702,160.0000
2.645,0.3877,0.02402,0.01186,-0.0325,0.8447,1.0000,11.6106,160.0000
2.650,0.3891,0.02400,0.01185,-0.0326,0.8441,1.0000,11.6499,160.0000
2.655,0.3906,0.02398,0.01183,-0.0327,0.8435,1.0000,11.6881,160.0000
2.660,0.3923,0.02396,0.01181,-0.0328,0.8428,1.0000,11.7253,160.0000
2.665,0.3940,0.02393,0.01179,-0.0330,0.8422,1.0000,11.7615,160.0000
2.670,0.3957,0.02391,0.01176,-0.0331,0.8416,1.0000,11.7967,160.0000
2.675,0.3975,0.02388,0.01174,-0.0333,0.8411,1.0000,11.8309,160.0000
2.680,0.3993,0.02385,0.01171,-0.0334,0.8405,1.0000,11.8640,160.0000
2.685,0.4012,0.02382,0.01169,-0.0336,0.8400,1.0000,11.8963,160.0000
2.690,0.4031,0.02379,0.01166,-0.0337,0.8395,1.0000,11.9275,160.0000
2.695,0.4050,0.02376,0.01163,-0.0339,0.8390,1.0000,11.9579,160.0000
2.700,0.4070,0.02372,0.01160,-0.0340,0.8385,1.0000,11.9874,160.0000
2.705,0.4073,0.02373,0.01160,-0.0340,0.8377,1.0000,12.0326,160.0000
2.710,0.4065,0.02376,0.01163,-0.0338,0.8367,1.0000,12.0934,160.0000
2.715,0.4061,0.02379,0.01166,-0.0336,0.8357,1.0000,12.1504,160.0000
2.720,0.4059,0.02380,0.01167,-0.0335,0.8348,1.0000,12.2050,160.0000
2.725,0.4060,0.02382,0.01168,-0.0334,0.8340,1.0000,12.2574,160.0000
2.730,0.4062,0.02382,0.01169,-0.0334,0.8331,1.0000,12.3079,160.0000
2.735,0.4067,0.02382,0.01169,-0.0333,0.8323,1.0000,12.3566,160.0000
2.740,0.4073,0.02382,0.01169,-0.0333,0.8315,1.0000,12.4037,160.0000
2.745,0.4080,0.02382,0.01169,-0.0333,0.8308,1.0000,12.4494,160.0000
2.750,0.4088,0.02381,0.01168,-0.0333,0.8300,1.0000,12.4937,160.0000
2.755,0.4098,0.02380,0.01167,-0.0334,0.8293,1.0000,12.5378,160.0000
2.760,0.4109,0.02379,0.01166,-0.0334,0.8286,1.0000,12.5795,160.0000
2.765,0.4120,0.02377,0.01164,-0.0334,0.8279,1.0000,12.6200,160.0000
2.770,0.4132,0.02375,0.01163,-0.0335,0.8273,1.0000,12.6593,160.0000
2.775,0.4145,0.02373,0.01161,-0.0336,0.8266,1.0000,12.6976,160.0000
2.780,0.4159,0.02371,0.01159,-0.0336,0.8260,1.0000,12.7347,160.0000
2.785,0.4173,0.02368,0.01157,-0.0337,0.8254,1.0000,12.7708,160.0000
2.790,0.4187,0.02366,0.01154,-0.0338,0.8248,1.0000,12.8059,160.0000
2.795,0.4202,0.02363,0.01152,-0.0339,0.8242,1.0000,12.8400,160.0000
2.800,0.4218,0.02360,0.01149,-0.0340,0.8237,1.0000,12.8723,160.0000
2.805,0.4233,0.02358,0.01146,-0.0341,0.8232,1.0000,12.9046,160.0000
2.810,0.4249,0.02355,0.01143,-0.0342,0.8226,1.0000,12.9370,160.0000
2.815,0.4266,0.02351,0.01140,-0.0343,0.8221,1.0000,12.9677,160.0000
2.820,0.4282,0.02348,0.01137,-0.0344,0.8216,1.0000,12.9976,160.0000
2.825,0.4277,0.02351,0.01140,-0.0342,0.8207,1.0000,13.0540,160.0000
2.830,0.4271,0.02354,0.01143,-0.0340,0.8197,1.0000,13.1143,160.0000
2.835,0.4268,0.02356,0.01145,-0.0339,0.8187,1.0000,13.1708,160.0000
2.840,0.4268,0.02358,0.01146,-0.0338,0.8178,1.0000,13.2250,160.0000
2.845,0.4269,0.02359,0.01147,-0.0337,0.8169,1.0000,13.2773,160.0000
2.850,0.4272,0.02359,0.01148,-0.0337,0.8161,1.0000,13.3276,160.0000
2.855,0.4276,0.02360,0.01148,-0.0336,0.8153,1.0000,13.3763,160.0000
2.860,0.4282,0.02359,0.01148,-0.0336,0.8145,1.0000,13.4234,160.0000
2.865,0.4288,0.02359,0.01147,-0.0336,0.8137,1.0000,13.4702,160.0000
2.870,0.4296,0.02358,0.01146,-0.0336,0.8130,1.0000,13.5144,160.0000
2.875,0.4304,0.02357,0.01145,-0.0336,0.8123,1.0000,13.5573,160.0000
2.880,0.4314,0.02355,0.01144,-0.0336,0.8116,1.0000,13.5988,160.0000
2.885,0.4323,0.02354,0.01142,-0.0336,0.8109,1.0000,13.6392,160.0000
2.890,0.4334,0.02352,0.01141,-0.0336,0.8103,1.0000,13.6783,160.0000
2.895,0.4345,0.02350,0.01139,-0.0336,0.8096,1.0000,13.7163,160.0000
2.900,0.4356,0.02348,0.01137,-0.0337,0.8090,1.0000,13.7533,160.0000
2.905,0.4368,0.02346,0.01134,-0.0337,0.8084,1.0000,13.7891,160.0000
2.910,0.4380,0.02343,0.01132,-0.0338,0.8078,1.0000,13.8240,160.0000
2.915,0.4393,0.02341,0.01129,-0.0338,0.8073,1.0000,13.8579,160.0000
2.920,0.4406,0.02338,0.01127,-0.0338,0.8067,1.0000,13.8909,160.0000
2.925,0.4419,0.02335,0.01124,-0.0339,0.8062,1.0000,13.9230,160.0000
2.930,0.4433,0.02333,0.01121,-0.0339,0.8057,1.0000,13.9542,160.0000
2.935,0.4447,0.02330,0.01118,-0.0340,0.8051,1.0000,13.9844,160.0000
2.940,0.4451,0.02330,0.01118,-0.0339,0.8044,1.0000,14.0273,160.0000
2.945,0.4446,0.02333,0.01121,-0.0338,0.8034,1.0000,14.0889,160.0000
2.950,0.4443,0.02335,0.01124,-0.0337,0.8024,1.0000,14.1468,160.0000
2.955,0.4442,0.02337,0.01125,-0.0336,0.8015,1.0000,14.2022,160.0000
2.960,0.4443,0.02339,0.01127,-0.0335,0.8006,1.0000,14.2554,160.0000
2.965,0.4445,0.02339,0.01127,-0.0334,0.7998,1.0000,14.3066,160.0000
2.970,0.4448,0.02340,0.01128,-0.0333,0.7989,1.0000,14.3561,160.0000
2.975,0.4452,0.02340,0.01128,-0.0333,0.7981,1.0000,14.4039,160.0000
2.980,0.4457,0.02339,0.01127,-0.0333,0.7974,1.0000,14.4513,160.0000
2.985,0.4463,0.02339,0.01127,-0.0332,0.7966,1.0000,14.4960,160.0000
2.990,0.4470,0.02338,0.01126,-0.0332,0.7959,1.0000,14.5394,160.0000
2.995,0.4478,0.02337,0.01125,-0.0332,0.7952,1.0000,14.5815,160.0000
3.000,0.4486,0.02336,0.01123,-0.0332,0.7945,1.0000,14.6224,160.0000
3.005,0.4494,0.02334,0.01122,-0.0332,0.7938,1.0000,14.6621,160.0000
3.010,0.4503,0.02332,0.01120,-0.0332,0.7932,1.0000,14.7006,160.0000
3.015,0.4513,0.02331,0.01118,-0.0332,0.7926,1.0000,14.7381,160.0000
3.020,0.4523,0.02329,0.01116,-0.0332,0.7920,1.0000,14.7746,160.0000
3.025,0.4533,0.02326,0.01114,-0.0332,0.7914,1.0000,14.8102,160.0000
3.030,0.4544,0.02324,0.01112,-0.0332,0.7908,1.0000,14.8448,160.0000
3.035,0.4555,0.02322,0.01109,-0.0332,0.7902,1.0000,14.8784,160.0000
3.040,0.4566,0.02319,0.01106,-0.0332,0.7897,1.0000,14.9110,160.0000
3.045,0.4577,0.02317,0.01104,-0.0332,0.7892,1.0000,14.9427,160.0000
3.050,0.4589,0.02314,0.01101,-0.0332,0.7886,1.0000,14.9734,160.0000
3.055,0.4599,0.02312,0.01099,-0.0332,0.7881,1.0000,15.0052,160.0000
3.060,0.4594,0.02315,0.01102,-0.0331,0.7871,1.0000,15.0681,160.0000
3.065,0.4591,0.02318,0.01105,-0.0330,0.7861,1.0000,15.1276,160.0000
3.070,0.4590,0.02320,0.01106,-0.0329,0.7851,1.0000,15.1844,160.0000
3.075,0.4591,0.02322,0.01108,-0.0328,0.7842,1.0000,15.2388,160.0000
3.080,0.4592,0.02323,0.01109,-0.0327,0.7833,1.0000,15.2912,160.0000
3.085,0.4595,0.02323,0.01109,-0.0326,0.7825,1.0000,15.3417,160.0000
3.090,0.4599,0.02323,0.01109,-0.0326,0.7817,1.0000,15.3916,160.0000
3.095,0.4603,0.02323,0.01109,-0.0325,0.7809,1.0000,15.4387,160.0000
