alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Top_Itr,Bot_Itr
0.420,-0.0198,0.02092,0.00838,0.0079,1.0000,1.0000,1.0000,160.0000
0.430,-0.0202,0.02093,0.00838,0.0080,1.0000,1.0000,1.0000,160.0000
0.440,-0.0205,0.02094,0.00839,0.0082,1.0000,1.0000,1.0000,160.0000
0.450,-0.0209,0.02094,0.00840,0.0084,1.0000,1.0000,1.0000,160.0000
0.460,-0.0212,0.02095,0.00840,0.0085,1.0000,1.0000,1.0000,160.0000
0.470,-0.0215,0.02096,0.00841,0.0087,1.0000,1.0000,1.0000,160.0000
0.480,-0.0218,0.02097,0.00842,0.0089,1.0000,1.0000,1.0000,160.0000
0.490,-0.0221,0.02098,0.00842,0.0090,1.0000,1.0000,1.0000,160.0000
0.500,-0.0224,0.02099,0.00843,0.0092,1.0000,1.0000,1.0000,160.0000
0.510,-0.0227,0.02100,0.00844,0.0093,1.0000,1.0000,1.0000,160.0000
0.520,-0.0230,0.02100,0.00844,0.0095,1.0000,1.0000,1.0000,160.0000
0.530,-0.0233,0.02101,0.00845,0.0096,1.0000,1.0000,1.0000,160.0000
0.540,-0.0236,0.02102,0.00846,0.0098,1.0000,1.0000,1.0000,160.0000
0.550,-0.0238,0.02103,0.00847,0.0100,1.0000,1.0000,1.0000,160.0000
0.560,-0.0241,0.02104,0.00848,0.0101,1.0000,1.0000,1.0000,160.0000
0.570,-0.0243,0.02105,0.00848,0.0103,1.0000,1.0000,1.0000,160.0000
0.580,-0.0245,0.02106,0.00849,0.0104,1.0000,1.0000,1.0000,160.0000
0.590,-0.0248,0.02108,0.00850,0.0105,1.0000,1.0000,1.0000,160.0000
0.600,-0.0250,0.02109,0.00851,0.0107,1.0000,1.0000,1.0000,160.0000
0.610,-0.0252,0.02110,0.00852,0.0108,1.0000,1.0000,1.0000,160.0000
0.620,-0.0254,0.02111,0.00853,0.0110,1.0000,1.0000,1.0000,160.0000
0.630,-0.0256,0.02112,0.00854,0.0111,1.0000,1.0000,1.0000,160.0000
0.640,-0.0258,0.02113,0.00855,0.0113,1.0000,1.0000,1.0000,160.0000
0.650,-0.0260,0.02114,0.00855,0.0114,1.0000,1.0000,1.0000,160.0000
0.660,-0.0262,0.02115,0.00856,0.0115,1.0000,1.0000,1.0000,160.0000
0.670,-0.0263,0.02117,0.00857,0.0117,1.0000,1.0000,1.0000,160.0000
0.680,-0.0265,0.02118,0.00858,0.0118,1.0000,1.0000,1.0000,160.0000
0.690,-0.0267,0.02119,0.00859,0.0119,1.0000,1.0000,1.0000,160.0000
0.700,-0.0268,0.02120,0.00860,0.0121,1.0000,1.0000,1.0000,160.0000
0.710,-0.0269,0.02122,0.00862,0.0122,1.0000,1.0000,1.0000,160.0000
0.720,-0.0271,0.02123,0.00863,0.0123,1.0000,1.0000,1.0000,160.0000
0.730,-0.0272,0.02124,0.00864,0.0124,1.0000,1.0000,1.0000,160.0000
0.740,-0.0273,0.02126,0.00865,0.0126,1.0000,1.0000,1.0000,160.0000
0.750,-0.0275,0.02127,0.00866,0.0127,1.0000,1.0000,1.0000,160.0000
0.760,-0.0276,0.02128,0.00867,0.0128,1.0000,1.0000,1.0000,160.0000
0.770,-0.0277,0.02130,0.00868,0.0129,1.0000,1.0000,1.0000,160.0000
0.780,-0.0278,0.02131,0.00869,0.0131,1.0000,1.0000,1.0000,160.0000
0.790,-0.0279,0.02133,0.00870,0.0132,1.0000,1.0000,1.0000,160.0000
0.800,-0.0280,0.02134,0.00872,0.0133,1.0000,1.0000,1.0000,160.0000
0.810,-0.0281,0.02136,0.00873,0.0134,1.0000,1.0000,1.0000,160.0000
0.820,-0.0281,0.02137,0.00874,0.0135,1.0000,1.0000,1.0000,160.0000
0.830,-0.0282,0.02138,0.00875,0.0137,1.0000,1.0000,1.0000,160.0000
0.840,-0.0283,0.02140,0.00877,0.0138,1.0000,1.0000,1.0000,160.0000
0.850,-0.0283,0.02142,0.00878,0.0139,1.0000,1.0000,1.0000,160.0000
0.860,-0.0284,0.02143,0.00879,0.0140,1.0000,1.0000,1.0000,160.0000
0.870,-0.0284,0.02145,0.00880,0.0141,1.0000,1.0000,1.0000,160.0000
0.880,-0.0285,0.02146,0.00882,0.0142,1.0000,1.0000,1.0000,160.0000
0.890,-0.0285,0.02148,0.00883,0.0143,1.0000,1.0000,1.0000,160.0000
0.900,-0.0285,0.02150,0.00885,0.0144,1.0000,1.0000,1.0000,160.0000
0.910,-0.0285,0.02151,0.00886,0.0146,1.0000,1.0000,1.0000,160.0000
0.920,-0.0286,0.02153,0.00887,0.0147,1.0000,1.0000,1.0000,160.0000
0.930,-0.0286,0.02155,0.00889,0.0148,1.0000,1.0000,1.0000,160.0000
0.940,-0.0286,0.02156,0.00890,0.0149,1.0000,1.0000,1.0000,160.0000
0.950,-0.0285,0.02158,0.00892,0.0150,1.0000,1.0000,1.0000,160.0000
0.960,-0.0285,0.02160,0.00893,0.0151,1.0000,1.0000,1.0000,160.0000
0.970,-0.0285,0.02161,0.00895,0.0152,1.0000,1.0000,1.0000,160.0000
0.980,-0.0285,0.02163,0.00896,0.0153,1.0000,1.0000,1.0000,160.0000
0.990,-0.0284,0.02165,0.00898,0.0154,1.0000,1.0000,1.0000,160.0000
1.000,-0.0284,0.02167,0.00899,0.0155,1.0000,1.0000,1.0000,160.0000
1.010,-0.0284,0.02169,0.00901,0.0155,1.0000,1.0000,1.0000,160.0000
1.020,-0.0283,0.02171,0.00902,0.0156,1.0000,1.0000,1.0000,160.0000
1.030,-0.0282,0.02172,0.00904,0.0157,1.0000,1.0000,1.0000,160.0000
1.040,-0.0282,0.02174,0.00906,0.0158,1.0000,1.0000,1.0000,160.0000
1.050,-0.0281,0.02176,0.00907,0.0159,1.0000,1.0000,1.0000,160.0000
1.060,-0.0280,0.02178,0.00909,0.0160,1.0000,1.0000,1.0000,160.0000
1.070,-0.0279,0.02180,0.00911,0.0161,1.0000,1.0000,1.0000,160.0000
1.080,-0.0278,0.02182,0.00912,0.0162,1.0000,1.0000,1.0000,160.0000
1.090,-0.0277,0.02184,0.00914,0.0163,1.0000,1.0000,1.0000,160.0000
1.100,-0.0276,0.02186,0.00916,0.0163,1.0000,1.0000,1.0000,160.0000
1.110,-0.0275,0.02188,0.00918,0.0164,1.0000,1.0000,1.0000,160.0000
1.120,-0.0274,0.02190,0.00919,0.0165,1.0000,1.0000,1.0000,160.0000
1.130,-0.0273,0.02192,0.00921,0.0166,1.0000,1.0000,1.0000,160.0000
1.140,-0.0271,0.02194,0.00923,0.0167,1.0000,1.0000,1.0000,160.0000
1.150,-0.0270,0.02197,0.00925,0.0167,1.0000,1.0000,1.0000,160.0000
1.160,-0.0268,0.02199,0.00927,0.0168,1.0000,1.0000,1.0000,160.0000
1.170,-0.0267,0.02201,0.00929,0.0169,1.0000,1.0000,1.0000,160.0000
1.180,-0.0265,0.02203,0.00931,0.0169,1.0000,1.0000,1.0000,160.0000
1.190,-0.0264,0.02205,0.00933,0.0170,1.0000,1.0000,1.0000,160.0000
1.200,-0.0262,0.02207,0.00934,0.0171,1.0000,1.0000,1.0000,160.0000
1.210,-0.0261,0.02210,0.00936,0.0172,1.0000,1.0000,1.0000,160.0000
1.220,-0.0259,0.02212,0.00938,0.0172,1.0000,1.0000,1.0000,160.0000
1.230,-0.0257,0.02214,0.00940,0.0173,1.0000,1.0000,1.0000,160.0000
1.240,-0.0255,0.02216,0.00942,0.0174,1.0000,1.0000,1.0000,160.0000
1.250,-0.0253,0.02219,0.00944,0.0174,1.0000,1.0000,1.0000,160.0000
1.260,-0.0251,0.02221,0.00947,0.0175,1.0000,1.0000,1.0000,160.0000
1.270,-0.0249,0.02223,0.00949,0.0176,1.0000,1.0000,1.0000,160.0000
1.280,-0.0247,0.02226,0.00951,0.0176,1.0000,1.0000,1.0000,160.0000
1.290,-0.0245,0.02228,0.00953,0.0177,1.0000,1.0000,1.0000,160.0000
1.300,-0.0243,0.02230,0.00955,0.0177,1.0000,1.0000,1.0000,160.0000
1.310,-0.0241,0.02233,0.00957,0.0178,1.0000,1.0000,1.0000,160.0000
1.320,-0.0239,0.02235,0.00959,0.0178,1.0000,1.0000,1.0000,160.0000
1.330,-0.0236,0.02238,0.00961,0.0179,1.0000,1.0000,1.0000,160.0000
1.340,-0.0234,0.02240,0.00964,0.0180,1.0000,1.0000,1.0000,160.0000
1.350,-0.0232,0.02243,0.00966,0.0180,1.0000,1.0000,1.0000,160.0000
1.360,-0.0229,0.02245,0.00968,0.0181,1.0000,1.0000,1.0000,160.0000
1.370,-0.0221,0.02248,0.00971,0.0180,0.9998,1.0000,1.0233,160.0000
1.380,-0.0184,0.02253,0.00976,0.0174,0.9987,1.0000,1.1539,160.0000
1.390,-0.0149,0.02258,0.00981,0.0169,0.9976,1.0000,1.2826,160.0000
1.400,-0.0114,0.02263,0.00986,0.0163,0.9966,1.0000,1.4079,160.0000
1.410,-0.0080,0.02268,0.00992,0.0158,0.9956,1.0000,1.5294,160.0000
1.420,-0.0045,0.02273,0.00997,0.0153,0.9946,1.0000,1.6447,160.0000
1.430,-0.0011,0.02278,0.01003,0.0148,0.9937,1.0000,1.7557,160.0000
1.440,0.0024,0.02284,0.01008,0.0143,0.9928,1.0000,1.8608,160.0000
1.450,0.0059,0.02290,0.01014,0.0138,0.9920,1.0000,1.9596,160.0000
1.460,0.0092,0.02294,0.01019,0.0133,0.9910,1.0000,2.0624,160.0000
1.470,0.0124,0.02298,0.01023,0.0128,0.9898,1.0000,2.1677,160.0000
1.480,0.0155,0.02302,0.01027,0.0123,0.9886,1.0000,2.2711,160.0000
1.490,0.0188,0.02306,0.01031,0.0118,0.9875,1.0000,2.3708,160.0000
1.500,0.0220,0.02310,0.01036,0.0114,0.9864,1.0000,2.4674,160.0000
1.510,0.0254,0.02315,0.01041,0.0109,0.9853,1.0000,2.5605,160.0000
1.520,0.0288,0.02320,0.01046,0.0104,0.9843,1.0000,2.6497,160.0000
1.530,0.0323,0.02324,0.01051,0.0099,0.9834,1.0000,2.7350,160.0000
1.540,0.0359,0.02329,0.01056,0.0093,0.9824,1.0000,2.8165,160.0000
1.550,0.0395,0.02335,0.01061,0.0088,0.9816,1.0000,2.8940,160.0000
1.560,0.0433,0.02340,0.01066,0.0082,0.9807,1.0000,2.9673,160.0000
1.570,0.0465,0.02344,0.01070,0.0078,0.9796,1.0000,3.0553,160.0000
1.580,0.0491,0.02346,0.01073,0.0074,0.9783,1.0000,3.1557,160.0000
1.590,0.0518,0.02349,0.01077,0.0070,0.9771,1.0000,3.2526,160.0000
1.600,0.0548,0.02353,0.01080,0.0066,0.9758,1.0000,3.3460,160.0000
1.610,0.0578,0.02356,0.01084,0.0062,0.9747,1.0000,3.4356,160.0000
1.620,0.0611,0.02360,0.01088,0.0057,0.9735,1.0000,3.5217,160.0000
1.630,0.0644,0.02364,0.01093,0.0052,0.9725,1.0000,3.6037,160.0000
1.640,0.0679,0.02368,0.01097,0.0047,0.9714,1.0000,3.6821,160.0000
1.650,0.0715,0.02372,0.01101,0.0042,0.9705,1.0000,3.7567,160.0000
1.660,0.0753,0.02377,0.01106,0.0037,0.9695,1.0000,3.8275,160.0000
1.670,0.0792,0.02381,0.01111,0.0031,0.9686,1.0000,3.8953,160.0000
1.680,0.0832,0.02386,0.01115,0.0025,0.9678,1.0000,3.9593,160.0000
1.690,0.0865,0.02389,0.01119,0.0020,0.9668,1.0000,4.0340,160.0000
1.700,0.0884,0.02391,0.01121,0.0018,0.9653,1.0000,4.1331,160.0000
1.710,0.0907,0.02393,0.01124,0.0015,0.9640,1.0000,4.2277,160.0000
1.720,0.0932,0.02396,0.01127,0.0012,0.9626,1.0000,4.3182,160.0000
1.730,0.0961,0.02399,0.01130,0.0008,0.9614,1.0000,4.4038,160.0000
1.740,0.0991,0.02402,0.01133,0.0004,0.9602,1.0000,4.4866,160.0000
1.750,0.1024,0.02405,0.01137,-0.0000,0.9590,1.0000,4.5655,160.0000
1.760,0.1059,0.02408,0.01140,-0.0005,0.9579,1.0000,4.6425,160.0000
1.770,0.1096,0.02411,0.01144,-0.0010,0.9569,1.0000,4.7148,160.0000
1.780,0.1135,0.02415,0.01148,-0.0016,0.9559,1.0000,4.7810,160.0000
1.790,0.1175,0.02418,0.01152,-0.0022,0.9550,1.0000,4.8456,160.0000
1.800,0.1218,0.02421,0.01156,-0.0028,0.9541,1.0000,4.9073,160.0000
1.810,0.1262,0.02425,0.01159,-0.0034,0.9532,1.0000,4.9656,160.0000
1.820,0.1293,0.02428,0.01162,-0.0039,0.9521,1.0000,5.0414,160.0000
1.830,0.1305,0.02429,0.01164,-0.0039,0.9505,1.0000,5.1408,160.0000
1.840,0.1323,0.02431,0.01166,-0.0041,0.9491,1.0000,5.2347,160.0000
1.850,0.1346,0.02433,0.01168,-0.0044,0.9477,1.0000,5.3234,160.0000
1.860,0.1373,0.02435,0.01171,-0.0047,0.9464,1.0000,5.4076,160.0000
1.870,0.1403,0.02437,0.01174,-0.0051,0.9452,1.0000,5.4876,160.0000
1.880,0.1436,0.02439,0.01176,-0.0055,0.9440,1.0000,5.5636,160.0000
1.890,0.1472,0.02442,0.01179,-0.0060,0.9428,1.0000,5.6379,160.0000
1.900,0.1510,0.02444,0.01182,-0.0066,0.9418,1.0000,5.7057,160.0000
1.910,0.1550,0.02446,0.01185,-0.0071,0.9407,1.0000,5.7719,160.0000
1.920,0.1594,0.02449,0.01188,-0.0077,0.9398,1.0000,5.8347,160.0000
1.930,0.1640,0.02451,0.01190,-0.0084,0.9388,1.0000,5.8941,160.0000
1.940,0.1688,0.02453,0.01193,-0.0091,0.9380,1.0000,5.9504,160.0000
1.950,0.1737,0.02455,0.01196,-0.0098,0.9371,1.0000,6.0057,160.0000
1.960,0.1737,0.02456,0.01197,-0.0096,0.9354,1.0000,6.1115,160.0000
1.970,0.1748,0.02458,0.01199,-0.0097,0.9338,1.0000,6.2091,160.0000
1.980,0.1767,0.02459,0.01201,-0.0099,0.9324,1.0000,6.3003,160.0000
1.990,0.1791,0.02461,0.01203,-0.0101,0.9310,1.0000,6.3865,160.0000
2.000,0.1820,0.02462,0.01205,-0.0105,0.9297,1.0000,6.4687,160.0000
2.010,0.1853,0.02464,0.01207,-0.0109,0.9284,1.0000,6.5458,160.0000
2.020,0.1889,0.02465,0.01209,-0.0114,0.9272,1.0000,6.6191,160.0000
2.030,0.1929,0.02466,0.01210,-0.0119,0.9261,1.0000,6.6879,160.0000
2.040,0.1973,0.02467,0.01212,-0.0125,0.9251,1.0000,6.7533,160.0000
2.050,0.2020,0.02468,0.01214,-0.0132,0.9241,1.0000,6.8154,160.0000
2.060,0.2070,0.02469,0.01216,-0.0139,0.9232,1.0000,6.8735,160.0000
2.070,0.2124,0.02469,0.01217,-0.0146,0.9223,1.0000,6.9284,160.0000
2.080,0.2181,0.02470,0.01218,-0.0155,0.9214,1.0000,6.9805,160.0000
2.090,0.2194,0.02471,0.01220,-0.0155,0.9200,1.0000,7.0709,160.0000
2.100,0.2193,0.02473,0.01221,-0.0154,0.9182,1.0000,7.1759,160.0000
2.110,0.2205,0.02474,0.01223,-0.0154,0.9167,1.0000,7.2720,160.0000
2.120,0.2226,0.02475,0.01224,-0.0156,0.9152,1.0000,7.3615,160.0000
2.130,0.2253,0.02476,0.01226,-0.0159,0.9138,1.0000,7.4453,160.0000
2.140,0.2287,0.02476,0.01227,-0.0163,0.9125,1.0000,7.5242,160.0000
2.150,0.2326,0.02477,0.01228,-0.0168,0.9113,1.0000,7.5986,160.0000
2.160,0.2371,0.02476,0.01228,-0.0174,0.9102,1.0000,7.6691,160.0000
2.170,0.2420,0.02476,0.01229,-0.0181,0.9091,1.0000,7.7352,160.0000
2.180,0.2474,0.02475,0.01229,-0.0188,0.9081,1.0000,7.7974,160.0000
2.190,0.2531,0.02473,0.01229,-0.0196,0.9071,1.0000,7.8566,160.0000
2.200,0.2592,0.02472,0.01229,-0.0205,0.9062,1.0000,7.9129,160.0000
2.210,0.2658,0.02469,0.01228,-0.0215,0.9053,1.0000,7.9659,160.0000
2.220,0.2694,0.02469,0.01228,-0.0219,0.9041,1.0000,8.0400,160.0000
2.230,0.2679,0.02472,0.01231,-0.0215,0.9022,1.0000,8.1519,160.0000
2.240,0.2684,0.02474,0.01232,-0.0214,0.9006,1.0000,8.2531,160.0000
2.250,0.2703,0.02474,0.01233,-0.0215,0.8990,1.0000,8.3455,160.0000
2.260,0.2731,0.02474,0.01234,-0.0218,0.8976,1.0000,8.4316,160.0000
2.270,0.2768,0.02473,0.01234,-0.0223,0.8963,1.0000,8.5121,160.0000
2.280,0.2811,0.02472,0.01233,-0.0228,0.8950,1.0000,8.5880,160.0000
2.290,0.2858,0.02470,0.01232,-0.0234,0.8938,1.0000,8.6601,160.0000
2.300,0.2907,0.02467,0.01231,-0.0241,0.8927,1.0000,8.7293,160.0000
2.310,0.2957,0.02464,0.01229,-0.0247,0.8916,1.0000,8.7952,160.0000
2.320,0.3010,0.02460,0.01227,-0.0254,0.8906,1.0000,8.8576,160.0000
2.330,0.3066,0.02456,0.01224,-0.0261,0.8896,1.0000,8.9174,160.0000
2.340,0.3124,0.02452,0.01221,-0.0268,0.8886,1.0000,8.9734,160.0000
2.370,0.3134,0.02458,0.01226,-0.0265,0.8837,1.0000,9.2737,160.0000
2.380,0.3150,0.02458,0.01227,-0.0266,0.8821,1.0000,9.3671,160.0000
2.390,0.3174,0.02457,0.01226,-0.0268,0.8807,1.0000,9.4546,160.0000
2.400,0.3204,0.02455,0.01226,-0.0271,0.8793,1.0000,9.5375,160.0000
2.410,0.3240,0.02453,0.01224,-0.0274,0.8780,1.0000,9.6157,160.0000
2.420,0.3280,0.02450,0.01222,-0.0279,0.8768,1.0000,9.6896,160.0000
2.430,0.3325,0.02446,0.01219,-0.0284,0.8756,1.0000,9.7596,160.0000
2.440,0.3372,0.02441,0.01215,-0.0289,0.8745,1.0000,9.8262,160.0000
2.450,0.3423,0.02436,0.01211,-0.0295,0.8734,1.0000,9.8893,160.0000
2.460,0.3476,0.02430,0.01206,-0.0301,0.8724,1.0000,9.9491,160.0000
2.470,0.3522,0.02425,0.01202,-0.0307,0.8714,1.0000,10.0122,160.0000
2.480,0.3503,0.02431,0.01207,-0.0302,0.8694,1.0000,10.1292,160.0000
2.490,0.3500,0.02433,0.01210,-0.0300,0.8677,1.0000,10.2361,160.0000
2.500,0.3509,0.02434,0.01211,-0.0299,0.8660,1.0000,10.3356,160.0000
2.510,0.3527,0.02434,0.01211,-0.0300,0.8645,1.0000,10.4281,160.0000
2.520,0.3551,0.02432,0.01209,-0.0302,0.8630,1.0000,10.5147,160.0000
2.530,0.3581,0.02429,0.01207,-0.0304,0.8617,1.0000,10.5958,160.0000
2.540,0.3616,0.02425,0.01204,-0.0308,0.8604,1.0000,10.6723,160.0000
2.550,0.3654,0.02421,0.01201,-0.0311,0.8592,1.0000,10.7442,160.0000
2.560,0.3694,0.02416,0.01197,-0.0315,0.8581,1.0000,10.8123,160.0000
2.570,0.3738,0.02410,0.01192,-0.0320,0.8570,1.0000,10.8768,160.0000
2.580,0.3783,0.02404,0.01187,-0.0324,0.8560,1.0000,10.9384,160.0000
2.590,0.3830,0.02398,0.01181,-0.0329,0.8550,1.0000,10.9967,160.0000
2.600,0.3814,0.02403,0.01186,-0.0325,0.8531,1.0000,11.1130,160.0000
2.610,0.3809,0.02407,0.01189,-0.0322,0.8512,1.0000,11.2224,160.0000
2.620,0.3814,0.02408,0.01191,-0.0321,0.8496,1.0000,11.3234,160.0000
2.630,0.3828,0.02408,0.01191,-0.0321,0.8480,1.0000,11.4175,160.0000
2.640,0.3848,0.02406,0.01189,-0.0322,0.8465,1.0000,11.5067,160.0000
2.650,0.3873,0.02403,0.01187,-0.0324,0.8451,1.0000,11.5891,160.0000
2.660,0.3902,0.02400,0.01184,-0.0326,0.8438,1.0000,11.6676,160.0000
2.670,0.3934,0.02395,0.01180,-0.0328,0.8426,1.0000,11.7420,160.0000
2.680,0.3969,0.02390,0.01175,-0.0331,0.8414,1.0000,11.8124,160.0000
2.690,0.4006,0.02384,0.01170,-0.0334,0.8403,1.0000,11.8788,160.0000
2.700,0.4044,0.02378,0.01164,-0.0337,0.8392,1.0000,11.9415,160.0000
2.710,0.4083,0.02371,0.01158,-0.0341,0.8383,1.0000,12.0006,160.0000
2.720,0.4066,0.02378,0.01164,-0.0337,0.8363,1.0000,12.1189,160.0000
2.730,0.4063,0.02381,0.01168,-0.0334,0.8344,1.0000,12.2302,160.0000
2.740,0.4068,0.02383,0.01169,-0.0333,0.8327,1.0000,12.3318,160.0000
2.750,0.4080,0.02382,0.01169,-0.0333,0.8312,1.0000,12.4263,160.0000
2.760,0.4097,0.02381,0.01167,-0.0333,0.8297,1.0000,12.5155,160.0000
2.770,0.4118,0.02378,0.01165,-0.0334,0.8283,1.0000,12.5977,160.0000
2.780,0.4142,0.02374,0.01162,-0.0335,0.8270,1.0000,12.6763,160.0000
2.790,0.4169,0.02370,0.01158,-0.0336,0.8257,1.0000,12.7506,160.0000
2.800,0.4198,0.02365,0.01153,-0.0338,0.8246,1.0000,12.8208,160.0000
2.820,0.4261,0.02353,0.01142,-0.0342,0.8224,1.0000,12.9503,160.0000
2.830,0.4285,0.02349,0.01138,-0.0343,0.8212,1.0000,13.0211,160.0000
2.840,0.4274,0.02355,0.01144,-0.0339,0.8192,1.0000,13.1401,160.0000
2.850,0.4272,0.02359,0.01147,-0.0337,0.8174,1.0000,13.2487,160.0000
2.860,0.4278,0.02360,0.01148,-0.0336,0.8157,1.0000,13.3496,160.0000
2.870,0.4289,0.02359,0.01147,-0.0335,0.8141,1.0000,13.4452,160.0000
2.880,0.4304,0.02358,0.01146,-0.0335,0.8127,1.0000,13.5325,160.0000
2.890,0.4322,0.02355,0.01143,-0.0335,0.8113,1.0000,13.6158,160.0000
2.900,0.4343,0.02351,0.01140,-0.0336,0.8100,1.0000,13.6942,160.0000
2.910,0.4366,0.02347,0.01136,-0.0337,0.8088,1.0000,13.7681,160.0000
2.920,0.4391,0.02342,0.01131,-0.0337,0.8076,1.0000,13.8380,160.0000
2.930,0.4417,0.02337,0.01126,-0.0338,0.8065,1.0000,13.9042,160.0000
2.940,0.4444,0.02331,0.01120,-0.0339,0.8054,1.0000,13.9667,160.0000
2.950,0.4453,0.02331,0.01120,-0.0338,0.8040,1.0000,14.0547,160.0000
2.960,0.4447,0.02336,0.01124,-0.0336,0.8020,1.0000,14.1713,160.0000
2.970,0.4448,0.02339,0.01127,-0.0334,0.8002,1.0000,14.2793,160.0000
2.980,0.4454,0.02340,0.01128,-0.0333,0.7986,1.0000,14.3786,160.0000
2.990,0.4465,0.02339,0.01127,-0.0332,0.7970,1.0000,14.4714,160.0000
3.000,0.4478,0.02338,0.01125,-0.0332,0.7956,1.0000,14.5565,160.0000
3.010,0.4494,0.02335,0.01123,-0.0331,0.7942,1.0000,14.6384,160.0000
3.020,0.4512,0.02332,0.01119,-0.0331,0.7929,1.0000,14.7156,160.0000
3.030,0.4532,0.02328,0.01115,-0.0331,0.7917,1.0000,14.7887,160.0000
3.040,0.4554,0.02323,0.01110,-0.0331,0.7905,1.0000,14.8580,160.0000
3.050,0.4576,0.02318,0.01105,-0.0332,0.7895,1.0000,14.9234,160.0000
3.060,0.4599,0.02313,0.01100,-0.0332,0.7884,1.0000,14.9842,160.0000
3.070,0.4598,0.02317,0.01103,-0.0330,0.7866,1.0000,15.0931,160.0000
3.080,0.4595,0.02321,0.01107,-0.0328,0.7847,1.0000,15.2074,160.0000
3.090,0.4598,0.02323,0.01109,-0.0326,0.7829,1.0000,15.3137,160.0000
3.100,0.4605,0.02323,0.01109,-0.0325,0.7813,1.0000,15.4117,160.0000
3.110,0.4616,0.02323,0.01108,-0.0324,0.7798,1.0000,15.5013,160.0000
