alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Top_Itr,Bot_Itr
5.105,0.6268,0.02440,0.00995,-0.0086,0.4555,1.0000,34.9770,160.0000
5.110,0.6272,0.02442,0.00996,-0.0086,0.4547,1.0000,35.0270,160.0000
5.115,0.6273,0.02445,0.01000,-0.0085,0.4536,1.0000,35.0968,160.0000
5.120,0.6275,0.02447,0.01003,-0.0085,0.4525,1.0000,35.1637,160.0000
5.125,0.6277,0.02449,0.01006,-0.0084,0.4514,1.0000,35.2285,160.0000
5.130,0.6279,0.02451,0.01008,-0.0083,0.4503,1.0000,35.2918,160.0000
5.135,0.6282,0.02453,0.01010,-0.0083,0.4493,1.0000,35.3527,160.0000
5.140,0.6285,0.02455,0.01011,-0.0082,0.4484,1.0000,35.4117,160.0000
5.145,0.6289,0.02456,0.01012,-0.0082,0.4474,1.0000,35.4687,160.0000
5.150,0.6292,0.02457,0.01013,-0.0081,0.4465,1.0000,35.5239,160.0000
5.155,0.6296,0.02459,0.01013,-0.0081,0.4456,1.0000,35.5772,160.0000
5.160,0.6300,0.02460,0.01012,-0.0080,0.4448,1.0000,35.6291,160.0000
5.165,0.6304,0.02461,0.01012,-0.0080,0.4440,1.0000,35.6792,160.0000
5.170,0.6308,0.02461,0.01011,-0.0079,0.4432,1.0000,35.7278,160.0000
5.175,0.6313,0.02462,0.01010,-0.0079,0.4424,1.0000,35.7747,160.0000
5.180,0.6317,0.02463,0.01009,-0.0078,0.4416,1.0000,35.8202,160.0000
5.185,0.6322,0.02464,0.01008,-0.0078,0.4409,1.0000,35.8641,160.0000
5.190,0.6327,0.02464,0.01006,-0.0077,0.4402,1.0000,35.9067,160.0000
5.195,0.6332,0.02465,0.01004,-0.0077,0.4395,1.0000,35.9479,160.0000
5.200,0.6337,0.02466,0.01002,-0.0076,0.4389,1.0000,35.9876,160.0000
5.205,0.6340,0.02468,0.01004,-0.0076,0.4379,1.0000,36.0443,160.0000
5.210,0.6341,0.02471,0.01009,-0.0075,0.4368,1.0000,36.1131,160.0000
5.215,0.6343,0.02474,0.01012,-0.0075,0.4357,1.0000,36.1788,160.0000
5.220,0.6346,0.02476,0.01015,-0.0074,0.4347,1.0000,36.2425,160.0000
5.225,0.6348,0.02478,0.01017,-0.0074,0.4337,1.0000,36.3045,160.0000
5.230,0.6351,0.02480,0.01019,-0.0073,0.4327,1.0000,36.3651,160.0000
5.235,0.6354,0.02481,0.01020,-0.0073,0.4317,1.0000,36.4234,160.0000
5.240,0.6358,0.02483,0.01021,-0.0072,0.4308,1.0000,36.4798,160.0000
5.245,0.6361,0.02484,0.01021,-0.0072,0.4299,1.0000,36.5344,160.0000
5.250,0.6365,0.02485,0.01021,-0.0071,0.4290,1.0000,36.5874,160.0000
5.255,0.6369,0.02486,0.01021,-0.0071,0.4281,1.0000,36.6387,160.0000
5.260,0.6373,0.02487,0.01021,-0.0070,0.4273,1.0000,36.6884,160.0000
5.265,0.6377,0.02488,0.01020,-0.0070,0.4265,1.0000,36.7365,160.0000
5.270,0.6382,0.02489,0.01019,-0.0069,0.4258,1.0000,36.7830,160.0000
5.275,0.6386,0.02490,0.01018,-0.0069,0.4250,1.0000,36.8279,160.0000
5.280,0.6391,0.02491,0.01016,-0.0068,0.4243,1.0000,36.8715,160.0000
5.285,0.6396,0.02492,0.01014,-0.0068,0.4236,1.0000,36.9136,160.0000
5.290,0.6401,0.02493,0.01012,-0.0067,0.4230,1.0000,36.9543,160.0000
5.295,0.6406,0.02494,0.01010,-0.0067,0.4223,1.0000,36.9938,160.0000
5.300,0.6408,0.02496,0.01014,-0.0066,0.4213,1.0000,37.0542,160.0000
5.305,0.6410,0.02499,0.01018,-0.0066,0.4202,1.0000,37.1220,160.0000
5.310,0.6411,0.02501,0.01022,-0.0065,0.4191,1.0000,37.1864,160.0000
5.315,0.6414,0.02504,0.01024,-0.0065,0.4181,1.0000,37.2491,160.0000
5.320,0.6416,0.02506,0.01027,-0.0064,0.4171,1.0000,37.3100,160.0000
5.325,0.6419,0.02508,0.01028,-0.0064,0.4161,1.0000,37.3696,160.0000
5.330,0.6422,0.02509,0.01030,-0.0063,0.4152,1.0000,37.4269,160.0000
5.335,0.6426,0.02511,0.01031,-0.0063,0.4143,1.0000,37.4824,160.0000
5.340,0.6429,0.02512,0.01031,-0.0062,0.4134,1.0000,37.5362,160.0000
5.345,0.6433,0.02514,0.01031,-0.0062,0.4125,1.0000,37.5884,160.0000
5.350,0.6437,0.02515,0.01031,-0.0061,0.4117,1.0000,37.6390,160.0000
5.355,0.6441,0.02516,0.01031,-0.0061,0.4109,1.0000,37.6879,160.0000
5.360,0.6445,0.02517,0.01030,-0.0060,0.4101,1.0000,37.7352,160.0000
5.365,0.6450,0.02518,0.01029,-0.0060,0.4094,1.0000,37.7810,160.0000
5.370,0.6454,0.02519,0.01028,-0.0059,0.4086,1.0000,37.8253,160.0000
5.375,0.6459,0.02520,0.01027,-0.0059,0.4079,1.0000,37.8682,160.0000
5.380,0.6464,0.02521,0.01025,-0.0058,0.4072,1.0000,37.9097,160.0000
5.385,0.6469,0.02522,0.01023,-0.0058,0.4066,1.0000,37.9500,160.0000
5.390,0.6474,0.02523,0.01021,-0.0057,0.4059,1.0000,37.9891,160.0000
5.395,0.6477,0.02526,0.01024,-0.0057,0.4050,1.0000,38.0446,160.0000
5.400,0.6478,0.02529,0.01029,-0.0056,0.4039,1.0000,38.1106,160.0000
5.405,0.6480,0.02531,0.01032,-0.0056,0.4029,1.0000,38.1736,160.0000
5.410,0.6482,0.02534,0.01035,-0.0055,0.4019,1.0000,38.2350,160.0000
5.415,0.6485,0.02536,0.01038,-0.0055,0.4009,1.0000,38.2950,160.0000
5.420,0.6488,0.02538,0.01040,-0.0054,0.4000,1.0000,38.3531,160.0000
5.425,0.6491,0.02540,0.01042,-0.0054,0.3990,1.0000,38.4095,160.0000
5.430,0.6494,0.02542,0.01043,-0.0053,0.3982,1.0000,38.4640,160.0000
5.435,0.6498,0.02543,0.01044,-0.0053,0.3973,1.0000,38.5170,160.0000
5.440,0.6502,0.02545,0.01044,-0.0052,0.3964,1.0000,38.5684,160.0000
5.445,0.6505,0.02546,0.01044,-0.0052,0.3956,1.0000,38.6183,160.0000
5.450,0.6509,0.02548,0.01044,-0.0051,0.3948,1.0000,38.6665,160.0000
5.455,0.6514,0.02549,0.01044,-0.0051,0.3941,1.0000,38.7132,160.0000
5.460,0.6518,0.02550,0.01043,-0.0050,0.3933,1.0000,38.7585,160.0000
5.465,0.6523,0.02551,0.01042,-0.0050,0.3926,1.0000,38.8024,160.0000
5.470,0.6527,0.02552,0.01041,-0.0050,0.3919,1.0000,38.8449,160.0000
5.475,0.6532,0.02554,0.01040,-0.0049,0.3912,1.0000,38.8861,160.0000
5.480,0.6537,0.02555,0.01038,-0.0049,0.3906,1.0000,38.9261,160.0000
5.485,0.6542,0.02556,0.01036,-0.0048,0.3899,1.0000,38.9649,160.0000
5.490,0.6547,0.02558,0.01035,-0.0048,0.3893,1.0000,39.0034,160.0000
5.495,0.6549,0.02561,0.01040,-0.0047,0.3883,1.0000,39.0668,160.0000
5.500,0.6550,0.02564,0.01044,-0.0047,0.3873,1.0000,39.1289,160.0000
5.505,0.6552,0.02566,0.01048,-0.0046,0.3863,1.0000,39.1895,160.0000
5.510,0.6555,0.02569,0.01051,-0.0046,0.3853,1.0000,39.2487,160.0000
5.515,0.6557,0.02571,0.01054,-0.0045,0.3843,1.0000,39.3065,160.0000
5.520,0.6560,0.02573,0.01056,-0.0045,0.3834,1.0000,39.3627,160.0000
5.525,0.6563,0.02575,0.01057,-0.0044,0.3825,1.0000,39.4173,160.0000
5.530,0.6567,0.02577,0.01059,-0.0044,0.3817,1.0000,39.4704,160.0000
5.535,0.6570,0.02579,0.01059,-0.0043,0.3808,1.0000,39.5221,160.0000
5.540,0.6574,0.02580,0.01060,-0.0043,0.3800,1.0000,39.5722,160.0000
5.545,0.6578,0.02582,0.01060,-0.0042,0.3792,1.0000,39.6209,160.0000
5.550,0.6582,0.02583,0.01060,-0.0042,0.3784,1.0000,39.6681,160.0000
5.555,0.6586,0.02585,0.01060,-0.0042,0.3777,1.0000,39.7140,160.0000
5.560,0.6590,0.02586,0.01059,-0.0041,0.3770,1.0000,39.7584,160.0000
5.565,0.6595,0.02587,0.01058,-0.0041,0.3762,1.0000,39.8014,160.0000
5.570,0.6599,0.02588,0.01057,-0.0040,0.3756,1.0000,39.8432,160.0000
5.575,0.6604,0.02590,0.01055,-0.0040,0.3749,1.0000,39.8837,160.0000
5.580,0.6609,0.02591,0.01054,-0.0039,0.3743,1.0000,39.9230,160.0000
5.585,0.6614,0.02592,0.01052,-0.0039,0.3736,1.0000,39.9612,160.0000
5.590,0.6620,0.02594,0.01050,-0.0039,0.3730,1.0000,39.9984,160.0000
5.595,0.6621,0.02597,0.01055,-0.0038,0.3721,1.0000,40.0560,160.0000
5.600,0.6623,0.02600,0.01060,-0.0038,0.3711,1.0000,40.1177,160.0000
5.605,0.6625,0.02603,0.01064,-0.0037,0.3701,1.0000,40.1766,160.0000
5.610,0.6627,0.02605,0.01067,-0.0037,0.3692,1.0000,40.2342,160.0000
5.615,0.6630,0.02608,0.01070,-0.0036,0.3683,1.0000,40.2904,160.0000
5.620,0.6633,0.02610,0.01072,-0.0036,0.3674,1.0000,40.3453,160.0000
5.625,0.6636,0.02612,0.01074,-0.0035,0.3665,1.0000,40.3987,160.0000
5.630,0.6639,0.02614,0.01075,-0.0035,0.3656,1.0000,40.4507,160.0000
5.635,0.6642,0.02616,0.01077,-0.0034,0.3648,1.0000,40.5012,160.0000
5.640,0.6646,0.02618,0.01077,-0.0034,0.3640,1.0000,40.5504,160.0000
5.645,0.6650,0.02619,0.01078,-0.0033,0.3632,1.0000,40.5983,160.0000
5.650,0.6654,0.02621,0.01078,-0.0033,0.3625,1.0000,40.6447,160.0000
5.655,0.6658,0.02622,0.01078,-0.0032,0.3617,1.0000,40.6897,160.0000
5.660,0.6662,0.02624,0.01077,-0.0032,0.3610,1.0000,40.7335,160.0000
5.665,0.6666,0.02625,0.01076,-0.0032,0.3603,1.0000,40.7758,160.0000
5.670,0.6671,0.02626,0.01076,-0.0031,0.3597,1.0000,40.8169,160.0000
5.675,0.6676,0.02628,0.01074,-0.0031,0.3590,1.0000,40.8568,160.0000
5.680,0.6681,0.02629,0.01073,-0.0030,0.3584,1.0000,40.8955,160.0000
5.685,0.6686,0.02631,0.01071,-0.0030,0.3578,1.0000,40.9332,160.0000
5.690,0.6691,0.02632,0.01070,-0.0030,0.3572,1.0000,40.9697,160.0000
5.695,0.6696,0.02634,0.01069,-0.0029,0.3565,1.0000,41.0081,160.0000
5.700,0.6697,0.02638,0.01074,-0.0029,0.3556,1.0000,41.0660,160.0000
5.705,0.6699,0.02641,0.01079,-0.0028,0.3547,1.0000,41.1227,160.0000
5.710,0.6701,0.02644,0.01083,-0.0028,0.3538,1.0000,41.1780,160.0000
5.715,0.6703,0.02646,0.01087,-0.0027,0.3529,1.0000,41.2327,160.0000
5.720,0.6706,0.02649,0.01090,-0.0027,0.3520,1.0000,41.2861,160.0000
5.725,0.6709,0.02651,0.01092,-0.0026,0.3512,1.0000,41.3383,160.0000
5.730,0.6712,0.02654,0.01094,-0.0026,0.3503,1.0000,41.3891,160.0000
5.735,0.6715,0.02656,0.01096,-0.0025,0.3495,1.0000,41.4386,160.0000
5.740,0.6719,0.02658,0.01098,-0.0025,0.3488,1.0000,41.4868,160.0000
5.745,0.6722,0.02660,0.01099,-0.0025,0.3480,1.0000,41.5338,160.0000
5.750,0.6726,0.02662,0.01099,-0.0024,0.3472,1.0000,41.5795,160.0000
5.755,0.6730,0.02663,0.01100,-0.0024,0.3465,1.0000,41.6239,160.0000
5.760,0.6734,0.02665,0.01100,-0.0023,0.3458,1.0000,41.6671,160.0000
5.765,0.6739,0.02667,0.01100,-0.0023,0.3451,1.0000,41.7090,160.0000
5.770,0.6743,0.02668,0.01100,-0.0023,0.3445,1.0000,41.7497,160.0000
5.775,0.6748,0.02670,0.01099,-0.0022,0.3438,1.0000,41.7894,160.0000
5.780,0.6752,0.02672,0.01098,-0.0022,0.3432,1.0000,41.8279,160.0000
5.785,0.6757,0.02673,0.01097,-0.0021,0.3426,1.0000,41.8655,160.0000
5.790,0.6762,0.02675,0.01096,-0.0021,0.3420,1.0000,41.9018,160.0000
5.795,0.6767,0.02677,0.01095,-0.0021,0.3414,1.0000,41.9373,160.0000
5.800,0.6772,0.02679,0.01093,-0.0021,0.3409,1.0000,41.9720,160.0000
5.805,0.6777,0.02681,0.01093,-0.0020,0.3403,1.0000,42.0091,160.0000
5.810,0.6779,0.02684,0.01099,-0.0020,0.3394,1.0000,42.0628,160.0000
5.815,0.6780,0.02687,0.01104,-0.0019,0.3385,1.0000,42.1152,160.0000
5.820,0.6783,0.02690,0.01108,-0.0019,0.3377,1.0000,42.1676,160.0000
5.825,0.6785,0.02693,0.01112,-0.0018,0.3368,1.0000,42.2192,160.0000
5.830,0.6788,0.02696,0.01115,-0.0018,0.3360,1.0000,42.2698,160.0000
5.835,0.6790,0.02699,0.01118,-0.0017,0.3352,1.0000,42.3195,160.0000
5.840,0.6794,0.02701,0.01120,-0.0017,0.3344,1.0000,42.3681,160.0000
5.845,0.6797,0.02703,0.01122,-0.0016,0.3337,1.0000,42.4157,160.0000
5.850,0.6800,0.02706,0.01124,-0.0016,0.3329,1.0000,42.4622,160.0000
5.855,0.6804,0.02708,0.01125,-0.0015,0.3322,1.0000,42.5076,160.0000
5.860,0.6808,0.02710,0.01126,-0.0015,0.3314,1.0000,42.5520,160.0000
5.865,0.6811,0.02712,0.01127,-0.0015,0.3307,1.0000,42.5953,160.0000
5.870,0.6815,0.02713,0.01128,-0.0014,0.3301,1.0000,42.6375,160.0000
5.875,0.6820,0.02715,0.01128,-0.0014,0.3294,1.0000,42.6786,160.0000
5.880,0.6824,0.02717,0.01128,-0.0013,0.3287,1.0000,42.7187,160.0000
5.885,0.6828,0.02718,0.01127,-0.0013,0.3281,1.0000,42.7577,160.0000
5.890,0.6833,0.02720,0.01127,-0.0013,0.3275,1.0000,42.7954,160.0000
5.895,0.6837,0.02722,0.01126,-0.0012,0.3269,1.0000,42.8323,160.0000
5.900,0.6842,0.02723,0.01125,-0.0012,0.3263,1.0000,42.8683,160.0000
5.905,0.6847,0.02725,0.01123,-0.0012,0.3257,1.0000,42.9033,160.0000
5.910,0.6852,0.02727,0.01122,-0.0011,0.3252,1.0000,42.9375,160.0000
5.915,0.6858,0.02729,0.01120,-0.0011,0.3246,1.0000,42.9711,160.0000
5.920,0.6863,0.02731,0.01119,-0.0011,0.3241,1.0000,43.0058,160.0000
5.925,0.6864,0.02735,0.01125,-0.0010,0.3233,1.0000,43.0550,160.0000
5.930,0.6866,0.02738,0.01130,-0.0010,0.3225,1.0000,43.1048,160.0000
5.935,0.6868,0.02741,0.01135,-0.0009,0.3217,1.0000,43.1542,160.0000
5.940,0.6870,0.02744,0.01139,-0.0009,0.3209,1.0000,43.2029,160.0000
5.945,0.6873,0.02747,0.01143,-0.0008,0.3201,1.0000,43.2509,160.0000
5.950,0.6876,0.02750,0.01146,-0.0008,0.3194,1.0000,43.2982,160.0000
5.955,0.6879,0.02752,0.01149,-0.0007,0.3186,1.0000,43.3445,160.0000
5.960,0.6882,0.02755,0.01151,-0.0007,0.3179,1.0000,43.3899,160.0000
5.965,0.6885,0.02757,0.01153,-0.0007,0.3172,1.0000,43.4344,160.0000
5.970,0.6889,0.02759,0.01155,-0.0006,0.3164,1.0000,43.4780,160.0000
5.975,0.6893,0.02761,0.01156,-0.0006,0.3158,1.0000,43.5206,160.0000
5.980,0.6896,0.02763,0.01157,-0.0005,0.3151,1.0000,43.5623,160.0000
5.985,0.6900,0.02765,0.01158,-0.0005,0.3144,1.0000,43.6029,160.0000
5.990,0.6904,0.02767,0.01158,-0.0005,0.3138,1.0000,43.6425,160.0000
5.995,0.6908,0.02769,0.01158,-0.0004,0.3132,1.0000,43.6812,160.0000
6.000,0.6913,0.02771,0.01158,-0.0004,0.3126,1.0000,43.7189,160.0000
6.005,0.6917,0.02773,0.01158,-0.0003,0.3120,1.0000,43.7556,160.0000
6.010,0.6922,0.02774,0.01157,-0.0003,0.3114,1.0000,43.7914,160.0000
6.015,0.6926,0.02776,0.01157,-0.0003,0.3108,1.0000,43.8263,160.0000
6.020,0.6931,0.02778,0.01156,-0.0003,0.3103,1.0000,43.8603,160.0000
6.025,0.6936,0.02780,0.01155,-0.0002,0.3097,1.0000,43.8934,160.0000
6.030,0.6941,0.02782,0.01154,-0.0002,0.3092,1.0000,43.9258,160.0000
6.035,0.6947,0.02784,0.01152,-0.0002,0.3087,1.0000,43.9576,160.0000
6.040,0.6952,0.02787,0.01151,-0.0002,0.3082,1.0000,43.9886,160.0000
6.045,0.6955,0.02790,0.01154,-0.0001,0.3076,1.0000,44.0275,160.0000
6.050,0.6957,0.02793,0.01160,-0.0001,0.3068,1.0000,44.0724,160.0000
6.055,0.6959,0.02797,0.01165,-0.0000,0.3061,1.0000,44.1173,160.0000
6.060,0.6961,0.02800,0.01170,0.0000,0.3054,1.0000,44.1619,160.0000
6.065,0.6964,0.02803,0.01174,0.0001,0.3047,1.0000,44.2060,160.0000
6.070,0.6967,0.02806,0.01178,0.0001,0.3040,1.0000,44.2494,160.0000
6.075,0.6970,0.02809,0.01181,0.0002,0.3033,1.0000,44.2923,160.0000
6.080,0.6973,0.02812,0.01184,0.0002,0.3026,1.0000,44.3344,160.0000
6.085,0.6976,0.02814,0.01187,0.0003,0.3020,1.0000,44.3757,160.0000
6.090,0.6979,0.02817,0.01189,0.0003,0.3013,1.0000,44.4163,160.0000
6.095,0.6983,0.02820,0.01191,0.0003,0.3007,1.0000,44.4562,160.0000
6.100,0.6987,0.02822,0.01193,0.0004,0.3000,1.0000,44.4952,160.0000
6.105,0.6990,0.02824,0.01195,0.0004,0.2994,1.0000,44.5337,160.0000
6.110,0.6994,0.02827,0.01196,0.0005,0.2988,1.0000,44.5714,160.0000
6.115,0.6998,0.02829,0.01197,0.0005,0.2982,1.0000,44.6083,160.0000
6.120,0.7003,0.02831,0.01198,0.0005,0.2976,1.0000,44.6445,160.0000
6.125,0.7007,0.02833,0.01198,0.0006,0.2971,1.0000,44.6799,160.0000
6.130,0.7011,0.02835,0.01198,0.0006,0.2965,1.0000,44.7145,160.0000
6.135,0.7016,0.02837,0.01199,0.0006,0.2960,1.0000,44.7484,160.0000
6.140,0.7021,0.02839,0.01198,0.0006,0.2954,1.0000,44.7815,160.0000
6.145,0.7025,0.02841,0.01198,0.0007,0.2949,1.0000,44.8137,160.0000
6.150,0.7030,0.02843,0.01197,0.0007,0.2944,1.0000,44.8453,160.0000
6.155,0.7035,0.02845,0.01197,0.0007,0.2939,1.0000,44.8765,160.0000
6.160,0.7040,0.02847,0.01196,0.0008,0.2934,1.0000,44.9068,160.0000
6.165,0.7046,0.02850,0.01194,0.0008,0.2929,1.0000,44.9365,160.0000
6.170,0.7051,0.02852,0.01193,0.0008,0.2924,1.0000,44.9658,160.0000
6.175,0.7057,0.02855,0.01192,0.0008,0.2920,1.0000,44.9947,160.0000
6.180,0.7059,0.02858,0.01197,0.0008,0.2914,1.0000,45.0317,160.0000
6.185,0.7061,0.02862,0.01202,0.0009,0.2907,1.0000,45.0719,160.0000
6.190,0.7063,0.02865,0.01208,0.0010,0.2901,1.0000,45.1123,160.0000
6.195,0.7065,0.02869,0.01213,0.0010,0.2895,1.0000,45.1526,160.0000
6.200,0.7068,0.02872,0.01217,0.0011,0.2888,1.0000,45.1927,160.0000
6.205,0.7070,0.02875,0.01221,0.0011,0.2882,1.0000,45.2326,160.0000
6.210,0.7073,0.02878,0.01225,0.0011,0.2875,1.0000,45.2721,160.0000
6.215,0.7076,0.02881,0.01229,0.0012,0.2869,1.0000,45.3112,160.0000
6.220,0.7079,0.02884,0.01232,0.0012,0.2863,1.0000,45.3499,160.0000
6.225,0.7083,0.02887,0.01234,0.0013,0.2857,1.0000,45.3881,160.0000
6.230,0.7086,0.02890,0.01237,0.0013,0.2851,1.0000,45.4257,160.0000
6.235,0.7090,0.02892,0.01239,0.0014,0.2845,1.0000,45.4627,160.0000
6.240,0.7094,0.02895,0.01241,0.0014,0.2839,1.0000,45.4992,160.0000
6.245,0.7097,0.02897,0.01242,0.0014,0.2833,1.0000,45.5351,160.0000
6.250,0.7101,0.02899,0.01243,0.0015,0.2827,1.0000,45.5704,160.0000
6.255,0.7105,0.02901,0.01244,0.0015,0.2822,1.0000,45.6051,160.0000
6.260,0.7109,0.02904,0.01245,0.0015,0.2816,1.0000,45.6390,160.0000
6.265,0.7114,0.02906,0.01246,0.0016,0.2811,1.0000,45.6723,160.0000
6.270,0.7118,0.02908,0.01246,0.0016,0.2806,1.0000,45.7050,160.0000
6.275,0.7123,0.02910,0.01246,0.0016,0.2801,1.0000,45.7370,160.0000
6.280,0.7127,0.02912,0.01246,0.0016,0.2796,1.0000,45.7684,160.0000
6.285,0.7132,0.02914,0.01246,0.0017,0.2791,1.0000,45.7991,160.0000
6.290,0.7137,0.02916,0.01245,0.0017,0.2786,1.0000,45.8293,160.0000
6.295,0.7142,0.02918,0.01244,0.0017,0.2781,1.0000,45.8587,160.0000
6.300,0.7147,0.02920,0.01243,0.0017,0.2777,1.0000,45.8877,160.0000
6.305,0.7152,0.02922,0.01242,0.0018,0.2772,1.0000,45.9161,160.0000
6.310,0.7158,0.02925,0.01241,0.0018,0.2768,1.0000,45.9440,160.0000
6.315,0.7163,0.02927,0.01240,0.0018,0.2763,1.0000,45.9713,160.0000
6.320,0.7169,0.02930,0.01238,0.0018,0.2759,1.0000,45.9985,160.0000
6.325,0.7171,0.02934,0.01244,0.0019,0.2753,1.0000,46.0326,160.0000
6.330,0.7173,0.02938,0.01250,0.0019,0.2748,1.0000,46.0686,160.0000
6.335,0.7175,0.02941,0.01256,0.0020,0.2742,1.0000,46.1047,160.0000
6.340,0.7177,0.02945,0.01261,0.0020,0.2736,1.0000,46.1408,160.0000
6.345,0.7179,0.02948,0.01266,0.0021,0.2730,1.0000,46.1768,160.0000
6.350,0.7182,0.02952,0.01270,0.0021,0.2725,1.0000,46.2127,160.0000
6.355,0.7185,0.02955,0.01274,0.0022,0.2719,1.0000,46.2484,160.0000
6.360,0.7188,0.02958,0.01278,0.0022,0.2713,1.0000,46.2837,160.0000
6.365,0.7191,0.02961,0.01282,0.0022,0.2708,1.0000,46.3187,160.0000
6.370,0.7194,0.02964,0.01285,0.0023,0.2702,1.0000,46.3533,160.0000
6.375,0.7197,0.02967,0.01288,0.0023,0.2697,1.0000,46.3876,160.0000
6.380,0.7201,0.02970,0.01290,0.0024,0.2691,1.0000,46.4213,160.0000
6.385,0.7204,0.02973,0.01293,0.0024,0.2686,1.0000,46.4546,160.0000
6.390,0.7208,0.02975,0.01295,0.0024,0.2681,1.0000,46.4874,160.0000
6.395,0.7212,0.02978,0.01297,0.0025,0.2676,1.0000,46.5197,160.0000
6.400,0.7216,0.02980,0.01298,0.0025,0.2671,1.0000,46.5515,160.0000
6.405,0.7220,0.02983,0.01300,0.0025,0.2666,1.0000,46.5828,160.0000
6.410,0.7224,0.02985,0.01301,0.0026,0.2661,1.0000,46.6135,160.0000
6.415,0.7229,0.02988,0.01302,0.0026,0.2656,1.0000,46.6437,160.0000
6.420,0.7233,0.02990,0.01303,0.0026,0.2651,1.0000,46.6733,160.0000
6.425,0.7238,0.02992,0.01304,0.0026,0.2646,1.0000,46.7024,160.0000
6.430,0.7242,0.02994,0.01304,0.0027,0.2642,1.0000,46.7309,160.0000
6.435,0.7247,0.02997,0.01304,0.0027,0.2637,1.0000,46.7589,160.0000
6.440,0.7252,0.02999,0.01304,0.0027,0.2633,1.0000,46.7865,160.0000
6.445,0.7257,0.03001,0.01304,0.0027,0.2629,1.0000,46.8134,160.0000
6.450,0.7262,0.03004,0.01304,0.0028,0.2625,1.0000,46.8399,160.0000
6.455,0.7267,0.03006,0.01304,0.0028,0.2620,1.0000,46.8661,160.0000
6.460,0.7272,0.03009,0.01303,0.0028,0.2616,1.0000,46.8918,160.0000
6.465,0.7277,0.03011,0.01303,0.0028,0.2612,1.0000,46.9171,160.0000
6.470,0.7283,0.03014,0.01302,0.0028,0.2608,1.0000,46.9420,160.0000
6.475,0.7289,0.03017,0.01301,0.0028,0.2604,1.0000,46.9667,160.0000
6.480,0.7295,0.03021,0.01300,0.0028,0.2600,1.0000,46.9912,160.0000
6.485,0.7298,0.03024,0.01304,0.0029,0.2596,1.0000,47.0184,160.0000
6.490,0.7300,0.03028,0.01310,0.0029,0.2591,1.0000,47.0484,160.0000
6.495,0.7302,0.03032,0.01316,0.0030,0.2586,1.0000,47.0788,160.0000
6.500,0.7304,0.03036,0.01322,0.0030,0.2582,1.0000,47.1094,160.0000
6.505,0.7306,0.03040,0.01327,0.0031,0.2577,1.0000,47.1402,160.0000
6.510,0.7309,0.03043,0.01332,0.0031,0.2572,1.0000,47.1711,160.0000
6.515,0.7312,0.03047,0.01337,0.0032,0.2567,1.0000,47.2020,160.0000
6.520,0.7314,0.03051,0.01341,0.0032,0.2562,1.0000,47.2329,160.0000
6.525,0.7317,0.03054,0.01346,0.0033,0.2557,1.0000,47.2637,160.0000
6.530,0.7320,0.03058,0.01349,0.0033,0.2552,1.0000,47.2944,160.0000
6.535,0.7323,0.03061,0.01353,0.0033,0.2547,1.0000,47.3249,160.0000
6.540,0.7327,0.03064,0.01357,0.0034,0.2543,1.0000,47.3552,160.0000
6.545,0.7330,0.03067,0.01360,0.0034,0.2538,1.0000,47.3853,160.0000
6.550,0.7334,0.03070,0.01363,0.0035,0.2533,1.0000,47.4151,160.0000
